ObservedAt:	
Star Data Extractor Tool: (Note: This program mocks format of AIP_4_WIN) 
	Image m23_3.5_071.fit
	Total no of stars: 2508
	Radius of star diaphragm: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12
	Sky annulus inner radius: 
	Sky annulus outer radius: 
	Threshold factor: 
               X               Y           XFWHM           YFWHM        Avg FWHM         Sky ADU      Star ADU 1      Star ADU 2      Star ADU 3      Star ADU 4      Star ADU 5      Star ADU 6      Star ADU 7      Star ADU 8      Star ADU 9     Star ADU 10     Star ADU 11     Star ADU 12
          131.57           85.54          4.1134          3.8418          3.9776          750.02          597.96         1208.19         1867.85         2284.17         2468.32         2539.84         2634.40         2814.45         3234.09         3930.15         4595.35         5339.47
          344.01          430.85          4.2274          5.0767          4.6521          763.37          636.52         1301.24         1978.28         2307.08         2727.38         3478.12         4445.15         5363.12         5993.75         6865.19         7938.71         9325.92
          335.57          844.75          3.3471          2.3206          2.8339          738.98          702.72         1331.15         1910.39         2094.72         2037.55         2099.01         2374.24         2699.05         3112.40         3448.07         3668.93         3848.06
          549.59          890.38          4.3450          3.9634          4.1542          734.40          842.98         1617.23         2280.31         2635.25         3026.14         3623.79         4497.58         5801.58         7031.52         7997.07         8671.74         9393.55
          522.66         1010.26          1.1606          3.6495          2.4051          733.94          657.69         1251.75         1812.36         1990.36         2161.18         2435.45         3013.02         4131.93         5391.96         6413.47         6903.95         7341.44
          337.01           48.39          3.8821          3.3555          3.6188          740.68          586.39         1170.41         1839.72         2050.50         2095.43         1985.01         1921.29         1812.58         1758.82         1975.10         2228.61         2561.01
          970.32           78.96          3.5653          3.7357          3.6505          742.95          726.30         1366.91         1878.49         2045.08         2237.86         2279.00         2294.92         2508.95         2842.99         3371.61         3637.79         3773.41
          712.04          402.47          1.6461          3.6352          2.6407          735.82          553.10         1061.35         1509.21         1696.37         1660.81         1539.67         1359.50         1104.03          817.49          644.75          544.08          338.48
          753.70          702.83          2.2915          2.7463          2.5189          737.64         1028.92         1908.56         2522.55         2599.21         2477.30         2564.54         2798.57         3288.94         4036.23         5275.70         6009.93         6514.94
          144.72          913.96          4.2638          3.7305          3.9972          737.46          614.47         1258.47         1870.01         2113.71         2291.97         2369.00         2491.83         2661.92         3146.95         3511.81         3737.33         3872.40
          625.04          774.97          3.2623          2.2977          2.7800          735.25          769.90         1430.75         1844.72         1971.66         1890.99         1853.40         1758.40         1700.00         1568.71         1531.39         1521.19         1452.68
          281.49           27.15          4.7944          2.1151          3.4548          739.65          660.94         1325.80         1968.07         2176.67         2265.31         2269.27         2274.91         2315.63         2475.11         2570.53         2608.21         2810.38
          506.87          355.54             nan          0.8258             nan          737.26          642.41         1204.08         1629.15         1768.26         1583.60         1335.36         1024.39          752.48          390.67           75.76         -103.08          -81.36
          939.12          916.14          5.9991          4.6532          5.3261          734.69          619.27         1220.48         1690.24         1956.59         2334.81         3020.43         4218.29         5662.66         6804.90         7141.73         7145.98         7399.73
          600.31          645.88          3.1820          3.8253          3.5036          733.47          473.66          933.62         1394.86         1706.24         2230.22         2653.17         4183.94        10461.71        32555.00        73855.77       111522.82       127530.62
          988.49          442.94          3.6406          2.5872          3.1139          733.47          911.53         1598.17         2028.34         2168.20         2200.34         2223.39         2265.32         2400.25         2529.62         2705.32         2893.91         2984.03
          628.00          826.01          3.4441          2.3451          2.8946          735.25          737.14         1386.35         1903.57         2086.34         2203.55         2202.22         2144.67         2341.64         2755.49         3622.38         4154.84         4548.01
          195.17           82.96          4.9320          4.5686          4.7503          745.56          517.97         1075.85         1728.64         2103.88         2391.28         2536.62         2546.54         2754.17         2959.17         3315.28         3485.05         3744.64
           46.83          946.34          4.4774          3.4894          3.9834          742.13          640.07         1249.23         1841.61         2197.28         2386.11         2397.78         2376.97         2536.94         2837.72         2952.93         3025.35         3151.59
          423.11          225.57          4.8071          1.6218          3.2144          734.48          779.19         1424.04         1926.48         2198.01         2570.55         2631.80         2771.36         3169.94         3979.82         4923.62         5733.89         6359.32
          344.04          685.94          3.8097          3.2367          3.5232          740.60          615.57         1252.86         1848.81         2091.36         2186.43         2263.35         2573.21         3634.11         6549.64        12525.26        21627.72        31319.46
          312.36          649.87          3.9117             nan             nan          740.00          548.32         1049.04         1615.21         1866.08         2072.93         2203.55         2468.72         2942.01         3339.21         4061.55         4991.50         5934.21
          961.89          709.63          2.2835          2.7342          2.5089          736.42          770.56         1446.08         1960.86         2121.93         1998.35         1819.24         1690.47         1569.12         1646.56         1900.81         2556.99         3222.19
         1006.50          597.98          2.9480          0.6112          1.7796          729.61          754.81         1409.42         1866.58         2027.83         2090.62         2101.43         2185.40         2291.74         2454.73         2616.42         2807.09         4540.00
          340.48          104.99          3.1512          1.7105          2.4308          737.98          661.04         1334.38         1870.37         2012.65         1948.99         1857.27         1759.45         1717.46         1681.68         1679.51         1683.81         1769.04
          613.65          841.08          3.5958          5.0164          4.3061          732.48          506.49          973.97         1512.18         1898.14         2295.79         2632.27         2828.45         3238.63         4051.50         6308.29         8359.23        10312.63
          208.14          452.66          3.4219          2.1998          2.8108          752.72          647.37         1273.23         1802.49         1992.48         1956.54         1804.57         1649.99         1490.82         1515.91         1781.56         2543.73         3671.27
          372.43          343.74          1.1191          2.6093          1.8642          756.71          732.79         1324.32         1690.17         1654.43         1509.22         1310.32         1041.17          767.29          456.99          444.48          342.59          207.04
          632.52          984.45          3.0280          3.6386          3.3333          734.12          696.93         1354.52         1990.12         2191.46         2338.57         2435.63         2620.51         2777.19         2990.02         3191.64         3565.30         4104.81
          785.40          999.89          4.1565          3.2461          3.7013          732.40          621.77         1323.90         1931.79         2175.52         2193.14         2180.60         2354.44         2528.54         2723.13         2878.21         3136.41         3238.94
          769.04          259.06          2.5971          1.3383          1.9677          730.42          877.79         1462.72         1777.91         1846.60         1755.00         1698.59         1623.39         1448.12         1373.64         1109.22          841.33          535.44
          685.31          487.83          1.5583          2.3993          1.9788          736.65          827.99         1421.19         1758.15         1821.77         1885.27         2135.55         2447.08         3141.12         3380.46         3434.83         3268.22         3311.45
          723.00           49.51          2.6946          2.7359          2.7152          736.16          797.91         1459.47         2026.42         2086.89         2043.72         1997.90         2037.70         2261.61         2598.09         3008.10         3501.74         4010.24
          832.22          354.12          3.2254          4.2397          3.7325          730.49          862.12         1484.06         1892.86         2049.18         2233.42         2472.14         2548.52         2651.43         2882.29         3096.28         3462.72         4103.51
          220.98          363.00          3.7107          2.9998          3.3553          749.90          639.68         1236.68         1832.42         2078.56         2092.58         1955.59         1794.01         1791.97         1999.81         2244.09         2520.86         3157.80
           26.08          903.33          3.9169          4.1224          4.0196          742.13          592.06         1181.37         1809.83         2174.94         2532.79         2754.68         3037.06         3522.22         4340.62         5564.53         6838.07         7823.31
          331.34          324.06          2.9427          0.5606          1.7517          756.71          585.62         1086.46         1344.15         1261.47         1099.15          838.50          342.44         -286.16        -1014.25        -1849.69        -2417.88        -2919.04
          365.07          635.93             nan          0.4320             nan          743.48          567.83         1111.64         1528.18         1485.43         1326.95         1045.93          732.55          284.81         -221.41         -730.93        -1027.64        -1198.60
          813.55          470.14          4.3372          4.4029          4.3700          731.91          578.65         1106.48         1539.71         1705.13         2030.63         2597.58         3437.12         4458.52         5423.88         6619.70         7712.58         8275.12
          892.93          712.88          1.1001          2.1562          1.6281          732.52          769.75         1465.76         1924.22         2029.64         2034.92         2025.96         1975.74         1852.14         1845.24         1897.93         2103.08         2543.35
          479.98          199.17          1.7735          1.9929          1.8832          732.03          738.06         1392.85         1792.81         1907.46         1762.20         1663.24         1684.65         1614.08         1568.57         1416.84         1362.67         1362.55
          690.21          483.21          2.4565          3.2059          2.8312          736.65          852.58         1525.31         1927.64         1967.31         2045.90         2311.33         2769.95         3591.68         3981.12         3921.52         3878.64         3964.48
          301.69          280.02          1.6665          2.2549          1.9607          748.86          624.81         1138.00         1614.07         1737.33         1634.49         1421.51         1238.20         1025.80          957.15          883.80          872.76          859.10
          690.22          483.21          2.4636          3.2059          2.8347          736.65          852.58         1525.31         1927.64         1967.31         2045.90         2311.33         2769.95         3591.68         3981.12         3921.52         3878.64         3964.48
          194.69          907.96          3.5692          3.7066          3.6379          739.21          563.47         1104.34         1672.35         1936.01         1903.72         1737.47         1784.48         1859.97         2168.90         2208.85         2162.80         2174.47
          430.05          829.05          4.4538          3.9609          4.2073          738.52          677.52         1425.81         2142.63         2411.07         2802.84         3672.43         5913.06        10668.44        20865.80        31157.44        37809.37        40654.82
          314.23          574.65          3.9044          3.7979          3.8512          744.64          422.70          878.81         1308.58         1532.27         1807.33         2317.81         3069.32         4326.45         5347.49         5563.44         5286.04         5036.97
          535.58          658.90          3.2501          3.7394          3.4948          733.97          427.70          932.18         1344.90         1574.43         1670.42         1780.84         1905.71         2065.59         2277.62         2206.47         2013.56         1933.74
          312.23          649.78          3.9238             nan             nan          740.00          548.32         1049.04         1615.21         1866.08         2072.93         2203.55         2468.72         2942.01         3339.21         4061.55         4991.50         5934.21
          548.97          208.55          3.5468          4.0871          3.8170          729.73          631.03         1158.21         1572.34         1802.12         1971.10         2030.29         2135.71         2150.02         2200.67         2389.51         2683.85         2938.80
          314.24          574.64          3.8990          3.7893          3.8442          744.64          422.70          878.81         1308.58         1532.27         1807.33         2317.81         3069.32         4326.45         5347.49         5563.44         5286.04         5036.97
          402.07          684.19          4.4484          2.5913          3.5198          739.62          601.21         1242.40         1850.95         2232.59         2865.23         3517.73         4299.89         5358.49         6629.10         7237.11         7736.26         8072.44
          494.39          538.29          3.9684             nan             nan          744.45          651.00         1212.44         1682.25         1860.57         1722.54         1630.12         1653.98         1585.91         1625.81         1447.37         1727.36         3501.18
          157.54          187.94          1.6008          5.2286          3.4147          752.95          530.88         1004.82         1420.82         1705.67         2008.77         2370.50         2702.95         2930.32         2984.09         2962.93         2939.12         2950.01
          178.01          221.06          4.3542          3.2577          3.8059          751.99          868.73         1670.35         2416.76         2737.24         3199.44         4510.30         7656.81        12481.05        16850.35        19713.13        21369.70        22131.83
          430.12          829.21          4.3947          3.9884          4.1915          738.52          677.52         1425.81         2142.63         2411.07         2802.84         3672.43         5913.06        10668.44        20865.80        31157.44        37809.37        40654.82
          729.32           97.82          4.0727          3.2272          3.6500          732.26          712.67         1272.66         1827.43         2069.53         2221.79         2347.10         2437.85         2614.93         3133.91         4057.82         5143.06         6173.46
          194.53          249.61          4.5007          3.0868          3.7938          746.96          503.85          937.52         1487.63         1773.56         1840.98         1802.44         1775.58         1598.66         1554.58         1488.85         1413.65         1416.62
          769.70          206.93          2.2490          0.6953          1.4721          728.03          679.30         1214.58         1634.56         1817.10         1935.73         1902.91         1908.50         1868.76         1889.50         2373.97         4528.40        13343.75
          312.17          649.78          3.9374             nan             nan          740.00          548.32         1049.04         1615.21         1866.08         2072.93         2203.55         2468.72         2942.01         3339.21         4061.55         4991.50         5934.21
          261.99          582.23          4.2788          4.0527          4.1658          740.40          738.18         1542.00         2398.37         2876.76         3092.93         3325.79         3611.69         4288.14         5333.83         6914.25         8995.45        13490.75
           49.33          353.15          4.4817          2.8390          3.6603          748.23          538.97         1104.31         1676.48         1888.95         1982.75         1894.34         1922.86         1751.46         1650.59         1634.91         1835.69         2103.33
          673.27          321.13          2.9570          3.0910          3.0240          731.69          978.73         1770.92         2197.36         2241.33         2082.99         1977.32         1956.96         2097.61         2888.98         4491.21         6157.62         7368.03
          730.11          130.36          3.3776          1.8156          2.5966          728.75          641.20         1186.32         1590.31         1737.64         1754.25         1660.61         1456.84         1274.44         1189.57         1047.71         1031.28          996.61
          889.49          434.99          3.0815          2.8923          2.9869          732.53          921.77         1637.44         2021.93         2083.23         2108.86         2066.69         1967.89         2270.11         4256.58         9470.42        16858.33        22103.53
          442.49          173.09          4.5230          3.5785          4.0507          735.47          503.49         1094.54         1605.15         1711.90         1623.12         1533.46         1509.72         1401.36         1237.32         1072.20          735.20          369.87
           81.93          486.74          4.1302          3.3907          3.7605          743.59          477.80          913.20         1353.76         1571.06         1669.30         1530.44         1428.01         1250.13         1039.66          699.13          681.48         1606.05
          510.45          752.53          3.2900          2.2648          2.7774          737.03          590.72         1233.96         1774.62         1864.52         1713.93         1508.80         1264.91         1076.67          979.62         1122.20         1880.50         3175.57
           63.39          472.01          5.0753          4.7981          4.9367          743.97          422.52          923.11         1539.61         2016.42         2340.59         2559.86         2771.99         3347.98         5032.39         8240.28        11305.47        14906.57
          952.44          196.94          4.3621          3.5190          3.9406          731.07          658.39         1222.08         1665.91         1886.52         2055.81         2026.93         1950.00         1822.60         1793.09         1735.59         1828.08         1996.20
          118.72          584.12          5.7202          4.4543          5.0872          735.18          638.52         1279.41         2007.63         2403.39         2807.98         3391.96         4486.04         5962.91         7328.24         8912.57        10323.42        11449.87
          712.07           60.59          3.9291          4.2896          4.1093          736.16          646.05         1212.33         1678.80         1892.21         2322.61         3338.61         4996.09         7296.73         8960.49         9204.82         9280.79         9334.29
          173.27          615.77          1.5997          5.4766          3.5382          743.17          526.43         1079.17         1577.97         1811.00         2169.30         2614.66         2859.55         3066.53         3167.41         3249.31         3467.13         4078.20
          734.83          557.27          2.4106          3.1382          2.7744          734.69         1159.23         1956.81         2381.35         2470.65         2473.89         2502.84         2640.27         2985.60         3618.76         4720.29         6702.54         9610.23
          664.81          968.78          3.2250          4.2109          3.7179          731.76          582.00         1252.94         1873.43         2112.06         2079.80         1967.73         1837.49         1739.39         1794.77         1822.89         1924.27         1901.12
          331.89          171.87          4.9948          3.8067          4.4008          737.44          470.82          911.22         1349.57         1675.78         2039.79         2319.07         2573.33         2699.09         2952.45         3299.19         3802.82         4602.66
          421.57          499.95          3.0845             nan             nan          754.15          688.35         1256.50         1699.82         1783.48         1639.27         1414.33         1276.24         1210.86         1515.73         1842.07         1874.99         1619.88
          768.05          667.90          3.5593          5.4194          4.4894          735.55          747.25         1480.72         2153.10         2585.21         3214.24         4131.67         5660.77         9346.30        13187.93        16628.54        18175.44        18948.84
          705.61          129.07          3.2010          1.7538          2.4774          728.75          726.41         1406.12         1865.50         2043.04         1972.35         1938.65         1997.21         2037.13         2029.91         1935.44         1877.20         1825.73
          783.68          842.26          2.7789          2.9247          2.8518          733.31          599.47         1180.83         1742.44         1973.40         2216.26         2757.28         3412.72         4339.62         4926.30         5268.47         5288.89         5267.17
          173.28          615.77          1.6141          5.4766          3.5454          743.17          526.43         1079.17         1577.97         1811.00         2169.30         2614.66         2859.55         3066.53         3167.41         3249.31         3467.13         4078.20
          551.12          773.30          2.8296          2.6204          2.7250          733.25          746.49         1416.69         1862.74         1957.09         1853.41         1765.40         1712.54         1530.54         1237.19         1270.31         1761.22         2389.96
          402.06          684.31          4.4551          2.6826          3.5688          739.62          601.21         1242.40         1850.95         2232.59         2865.23         3517.73         4299.89         5358.49         6629.10         7237.11         7736.26         8072.44
          783.25          842.62          2.9523          3.3819          3.1671          733.31          626.34         1234.99         1699.87         1909.75         2276.96         2536.46         3081.51         3986.67         4821.58         5156.20         5236.27         5193.04
          490.87          866.78          3.8916          5.7639          4.8278          734.03          612.60         1309.67         2113.20         2533.11         2989.12         3471.95         4203.63         5309.54         7275.42        10390.93        12169.16        13197.02
          148.57          583.47          3.0737             nan             nan          743.17          512.52          947.54         1283.51         1428.15         1426.87         1288.08         1058.72          786.39          358.02         -254.22         -616.41         -672.39
          401.97          684.09          4.5209          2.5369          3.5289          739.62          601.21         1242.40         1850.95         2232.59         2865.23         3517.73         4299.89         5358.49         6629.10         7237.11         7736.26         8072.44
          329.46          837.96          3.8533          7.5314          5.6924          738.98          367.52          849.32         1335.78         1727.34         2217.09         2541.39         2736.90         3075.68         3502.92         4361.59         4863.48         5631.99
          158.75          929.05          3.5055          4.2529          3.8792          737.46          459.99          960.81         1426.42         1689.97         1911.25         2027.71         1987.67         1921.98         1781.94         1830.74         1819.16         1880.76
          372.52          839.38          3.4750          3.4750          3.4750          738.98          593.29         1146.11         1695.25         1938.41         2055.99         2097.97         2202.68         2330.93         2609.58         2753.30         2903.66         2906.40
          924.20          726.74          2.4645          3.2560          2.8603          735.03          530.23         1025.63         1486.30         1723.64         2043.65         2382.74         2724.21         3101.37         3370.54         3516.95         3660.70         4012.61
          102.28          819.18          3.5907          3.5706          3.5806          743.06          534.70         1066.91         1590.17         1768.41         1731.20         1806.83         1854.85         2020.64         2616.06         4207.41         6001.96         8699.26
          713.47         1009.23          2.7479          5.1411          3.9445          730.90          496.35         1000.81         1531.41         1860.64         1990.60         2130.05         2329.79         2550.44         2836.91         3326.96         3970.15         4782.91
          490.88          866.66          3.8936          5.8619          4.8777          734.03          612.60         1309.67         2113.20         2533.11         2989.12         3471.95         4203.63         5309.54         7275.42        10390.93        12169.16        13197.02
          682.81          500.39             nan          5.1329             nan          736.65          528.20          906.78         1137.76         1294.24         1486.06         1560.32         1342.19         1203.78          876.89          531.95          362.16          234.98
          463.53          721.91          2.4092          3.6146          3.0119          737.03          487.69          985.39         1451.93         1643.48         1821.93         1955.46         1970.49         2140.65         2235.92         2095.98         1874.02         1730.66
          322.06          177.09          4.1913          3.1504          3.6708          737.44          570.61         1096.50         1582.24         1844.82         2187.67         2528.53         2862.61         3011.54         3263.23         3623.73         4115.90         4727.00
          646.74          257.87          4.8497          2.8506          3.8501          732.05          651.54         1150.28         1611.17         1797.89         1904.58         2166.65         2846.08         3684.38         4411.28         4595.49         4536.73         4447.55
          777.79          664.64          2.8852          2.1836          2.5344          735.55          758.15         1436.33         1956.25         2079.49         1928.05         1871.33         1991.49         2040.43         2312.83         2924.71         3754.08         4621.91
          312.08          902.45          5.2667          5.4832          5.3749          739.51          406.98          813.97         1257.65         1488.37         2037.93         2530.22         2923.17         3368.29         3589.19         3623.33         3562.97         3706.28
          251.39          616.03          2.8502          3.3587          3.1044          744.93          692.19         1426.47         2031.91         2210.13         2181.92         2209.91         2373.10         2638.34         2981.70         3988.42         6634.41        10121.12
          329.58          837.96          3.8291          6.7179          5.2735          738.98          429.92          843.29         1249.41         1643.44         2088.13         2542.95         2892.29         3558.41         4159.03         4651.47         4686.07         4884.35
          539.56          363.58          1.7327          3.7055          2.7191          732.96          668.02         1177.10         1524.94         1624.31         1814.54         2558.06         3692.10         4757.46         5412.31         5680.06         5850.69         6006.51
          313.33          589.91          2.9191          1.1261          2.0226          740.40          849.41         1643.30         2216.36         2269.79         2083.73         2074.05         2009.17         2023.77         2112.26         2728.27         3543.95         4755.90
          312.08          902.44          5.2667          5.4841          5.3754          739.51          406.98          813.97         1257.65         1488.37         2037.93         2530.22         2923.17         3368.29         3589.19         3623.33         3562.97         3706.28
          297.42          845.31          3.7459          2.2784          3.0121          739.50          427.90          970.89         1533.97         1711.32         1713.30         1647.03         1539.10         1427.69         1115.08          933.19          833.73          379.13
          421.10          759.92          2.5766          5.0781          3.8274          737.33          463.65          970.36         1531.43         1763.07         1874.77         1914.23         1784.06         1630.68         1629.03         1817.94         2016.36         2409.32
          879.91          123.97          3.7892          1.9790          2.8841          731.98          719.27         1369.52         1841.07         1949.92         1895.74         1883.05         1897.22         2228.07         3959.07         7440.67        11222.25        13431.71
          235.95          426.36          3.9430          4.9826          4.4628          754.11          409.53          851.67         1347.88         1695.40         2160.67         2521.55         2624.02         2713.77         2840.33         3131.16         3668.42         4425.50
           25.88          386.56          4.9168          4.4336          4.6752          747.14          607.45         1194.02         1766.36         2100.67         2394.88         2731.72         3360.27         4467.58         6350.46         8634.41        10633.64        12232.28
          289.99          375.51          4.5570          3.7823          4.1697          753.99          502.32          927.00         1378.54         1678.25         2012.06         2173.75         2396.59         2533.85         2536.92         2667.68         2844.44         3239.49
          632.77          366.58          4.2627          2.2519          3.2573          733.24          430.09          881.76         1314.57         1590.54         1665.82         1681.53         1596.11         1516.28         1464.02         1504.01         1737.90         2152.18
          463.70          721.76          2.6469          3.7712          3.2090          737.03          487.69          985.39         1451.93         1643.48         1821.93         1955.46         1970.49         2140.65         2235.92         2095.98         1874.02         1730.66
           94.46          746.11          4.8407          3.0229          3.9318          738.51          489.48         1088.37         1706.79         1976.45         2154.41         2301.06         2788.60         4394.67         7220.05        12288.03        17156.15        21634.03
          198.87          827.21          3.5401          5.6966          4.6184          736.39          527.69         1042.73         1539.11         1862.03         2316.39         2909.90         3604.73         4367.52         4974.21         5536.74         5695.53         5773.92
          421.10          759.92          2.5766          5.0781          3.8274          737.33          463.65          970.36         1531.43         1763.07         1874.77         1914.23         1784.06         1630.68         1629.03         1817.94         2016.36         2409.32
          542.99          810.23          3.9773          3.1351          3.5562          733.25          674.75         1286.45         1824.21         2007.18         1980.23         2048.48         2241.31         2745.45         3288.56         3803.87         4088.95         4214.66
          584.09          116.34          2.3377          2.4767          2.4072          733.07          838.39         1522.60         2053.28         2167.80         2148.20         2136.62         2186.16         2411.35         2674.85         3732.80         5492.50         7481.09
          433.33          219.97          6.7782          3.4448          5.1115          734.48          709.09         1314.56         1788.39         2047.72         2760.90         4290.99         6823.60        10074.28        12315.58        13749.56        14275.68        14676.74
          321.94          177.18          4.0521          3.1142          3.5831          737.44          570.61         1096.50         1582.24         1844.82         2187.67         2528.53         2862.61         3011.54         3263.23         3623.73         4115.90         4727.00
          224.10          819.91          5.2582          3.6427          4.4504          736.39          423.20          876.01         1381.92         1674.24         1750.36         1803.79         1917.59         1863.39         1721.64         1539.97         1361.61         1063.38
          281.05          422.99          3.7948          2.9680          3.3814          761.10          631.55         1173.24         1750.33         1944.00         1875.53         1859.44         1794.63         1679.41         1712.43         1888.08         2319.12         3147.49
          649.99          585.88          2.8064          3.1034          2.9549          733.32          699.49         1261.31         1637.94         1666.17         1628.59         1553.49         1498.52         1410.58         1490.21         1588.82         1982.54         2396.97
          290.00          375.40          4.2846          4.2289          4.2568          753.99          465.50          932.25         1439.69         1765.09         2085.82         2216.51         2329.08         2493.79         2607.64         2688.65         2857.40         3229.19
          665.01          208.78          0.8562          4.3233          2.5897          731.67          811.81         1510.27         2036.10         2165.94         2340.05         2382.79         2286.99         2245.00         3147.61         4501.14         5873.16         6646.66
          210.10          915.84          4.1582          3.3570          3.7576          739.21          529.53         1132.48         1785.93         2100.61         2132.29         1989.64         1884.08         1912.22         1924.45         3020.52         4630.90         6314.86
          646.94          257.90          4.9204          2.8459          3.8832          732.05          651.54         1150.28         1611.17         1797.89         1904.58         2166.65         2846.08         3684.38         4411.28         4595.49         4536.73         4447.55
          713.46         1009.45          2.7384          5.3031          4.0207          730.90          496.35         1000.81         1531.41         1860.64         1990.60         2130.05         2329.79         2550.44         2836.91         3326.96         3970.15         4782.91
          619.48          460.87          2.8057          3.8481          3.3269          735.88          955.27         1646.02         2055.03         2151.82         2148.11         2156.53         2256.75         2352.15         2577.75         3041.01         3768.77         4860.58
          119.47          780.82          4.8375          3.7686          4.3030          743.06          443.49          946.53         1531.07         1848.00         1992.11         2144.07         2193.49         2224.52         2390.13         2441.26         2422.61         2202.85
          224.10          819.91          5.2582          3.6427          4.4504          736.39          423.20          876.01         1381.92         1674.24         1750.36         1803.79         1917.59         1863.39         1721.64         1539.97         1361.61         1063.38
          490.95          866.54          3.9118          5.9716          4.9417          734.03          612.60         1309.67         2113.20         2533.11         2989.12         3471.95         4203.63         5309.54         7275.42        10390.93        12169.16        13197.02
          796.04          429.91          3.5523          3.4683          3.5103          733.31          711.25         1227.82         1611.80         1701.81         1619.07         1531.88         1456.60         1297.11         1012.56          845.34          746.20         1079.42
          104.36          512.94          5.3411          4.6067          4.9739          733.93          417.63          942.52         1501.81         1890.22         2214.83         2663.31         3066.95         3553.41         3927.05         4300.37         4653.84         5153.01
          795.25          982.69          0.3502          4.2893          2.3198          732.40          549.54         1162.43         1794.56         1935.50         1878.32         1814.97         1724.81         1637.79         1586.86         1637.47         2052.84         3153.18
          104.36          512.94          5.3411          4.6067          4.9739          733.93          417.63          942.52         1501.81         1890.22         2214.83         2663.31         3066.95         3553.41         3927.05         4300.37         4653.84         5153.01
          822.27          298.06          1.7625          1.1731          1.4678          730.42          798.33         1400.04         1715.13         1813.95         1879.66         1827.81         1797.67         1862.45         1814.73         1738.81         1687.07         1636.40
          872.46          274.50          2.9029          3.0530          2.9779          730.33          776.42         1407.56         1780.22         1848.55         1857.31         1842.41         1733.03         1623.30         1417.75         1426.62         1698.35         2527.89
          283.07          185.42          5.8502          3.8759          4.8631          738.35          403.47          925.84         1494.90         1717.88         1861.25         2090.94         2235.56         2222.27         2229.11         2399.97         2492.45         2581.82
          299.00          931.67          3.8999          5.2398          4.5699          739.51          452.24          944.03         1485.28         1763.29         2005.48         2122.53         2222.80         2229.51         2267.03         2514.27         3120.44         3945.08
          974.97          391.00          2.7508          2.9097          2.8303          733.47          812.66         1461.48         1878.70         1998.13         1968.76         1917.56         1972.04         2113.17         2241.02         2271.29         2368.05         2806.62
          557.49          487.57          6.5214          4.1534          5.3374          743.54          484.37          929.92         1313.79         1578.01         2050.44         2592.47         3541.15         6098.62        23079.02       110207.42       302635.63       503192.18
          337.88          238.32          4.5388          3.4896          4.0142          736.72          642.53         1260.69         1848.04         2132.22         2172.64         2237.77         2934.78         5020.69         8811.55        11749.14        13640.95        14752.46
          592.99          895.22          3.0154             nan             nan          732.48          629.96         1252.32         1719.03         1908.58         1950.11         2058.42         2718.96         4783.32         6537.24         8103.31         8900.61         9997.92
          474.95          354.05          2.7591          2.7063          2.7327          737.26          769.74         1412.66         1895.70         1967.44         1855.91         1823.57         1841.26         1908.59         2173.40         2383.92         2973.15         3550.14
           80.05          543.51          3.5291          0.8468          2.1879          733.93          498.51          973.90         1433.03         1579.82         1474.81         1384.56         1147.92          788.89          447.31          139.65          -68.15          -91.98
           80.07          622.94          3.8116          3.0800          3.4458          735.18          508.38         1049.13         1548.97         1812.53         1889.65         1715.13         1496.73         1525.16         1992.69         2802.82         3858.59         4774.27
          299.00          931.66          3.8999          5.2494          4.5747          739.51          452.24          944.03         1485.28         1763.29         2005.48         2122.53         2222.80         2229.51         2267.03         2514.27         3120.44         3945.08
          359.33          143.26          4.2229          3.2609          3.7419          737.44          512.86         1037.31         1530.31         1758.56         1900.46         2124.25         2567.72         3159.73         3526.62         3608.32         3400.48         3252.96
          876.32          515.88          3.1101          4.2678          3.6889          729.72          619.09         1059.79         1316.55         1387.92         1513.62         1612.09         1578.90         1466.59         1356.92         1101.83          890.53         1143.35
          912.69           35.84          2.3525          1.8091          2.0808          743.44          796.10         1590.74         2264.63         2302.82         2188.44         2083.13         2160.69         2536.27         3249.30         3934.25         4513.61         4783.16
          863.24          481.27          3.1230          2.7967          2.9599          729.26          785.07         1381.65         1661.79         1694.68         1716.64         1657.47         1545.79         1310.49         1292.56         1237.17         1380.21         1784.88
          525.97          306.15          4.0879          3.4968          3.7924          730.77          445.17          872.52         1373.53         1703.45         1886.65         1945.10         1943.07         1966.08         2010.36         2128.81         2282.12         2536.38
          968.82          739.14          2.9081          5.0568          3.9825          736.42          795.36         1537.97         2059.58         2252.65         2450.19         2933.03         4124.00         6170.67         8567.00         9961.28        10625.68        10926.63
          412.05          271.03          2.8466          1.8810          2.3638          735.77          893.88         1630.03         2078.63         2216.56         2230.79         2198.58         2325.73         2826.12         3647.72         4180.32         4453.79         4579.64
          525.97          306.16          4.0879          3.5050          3.7965          730.77          445.17          872.52         1373.53         1703.45         1886.65         1945.10         1943.07         1966.08         2010.36         2128.81         2282.12         2536.38
