ObservedAt:	
Star Data Extractor Tool: (Note: This program mocks format of AIP_4_WIN) 
	Image m23_3.5_071.fit
	Total no of stars: 2508
	Radius of star diaphragm: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12
	Sky annulus inner radius: 
	Sky annulus outer radius: 
	Threshold factor: 
               X               Y           XFWHM           YFWHM        Avg FWHM         Sky ADU      Star ADU 1      Star ADU 2      Star ADU 3      Star ADU 4      Star ADU 5      Star ADU 6      Star ADU 7      Star ADU 8      Star ADU 9     Star ADU 10     Star ADU 11     Star ADU 12
          217.37          645.65          3.9447          3.2435          3.5941          740.43        11612.74        24067.12        35800.73        40159.66        41589.70        41823.19        41776.10        41646.93        41428.20        41336.70        41890.13        44801.36
          432.17          809.92          3.2698          3.3371          3.3035          738.52        13331.27        26499.89        37017.93        40085.30        40828.22        40769.93        40504.01        40120.21        39852.84        39531.18        39278.02        38981.16
          796.69          135.62          2.7446          2.9440          2.8443          731.04        15798.16        28611.13        37766.49        40405.56        41147.72        41190.70        41238.23        41352.66        41474.62        41798.88        42218.33        42665.53
          913.22          550.11          2.8577          2.6945          2.7761          728.23        18517.26        31400.97        38480.66        40081.91        40512.36        40668.93        40789.54        40794.35        40814.29        40915.92        41124.21        41398.37
           46.31          647.16          4.3469          3.7288          4.0379          735.92         9285.86        20767.88        33060.93        38819.15        41300.20        42053.97        42502.91        43134.56        43641.44        43982.16        44167.16        44276.21
          528.35          630.02          2.9446          2.8651          2.9048          736.30        15500.59        28433.19        36618.71        38499.55        39097.85        40758.05        47177.66        61076.15        77699.63        84317.80        86473.78        87134.61
          671.88          444.91          2.5437          3.2352          2.8894          736.31        15587.23        26015.62        33164.74        36500.47        39701.36        41133.74        41810.86        42259.12        42656.82        42971.08        43122.70        43499.19
          674.89          392.41          2.5518          2.6092          2.5805          736.31        18450.36        30144.76        36474.27        37908.66        38300.09        38507.26        38567.62        38493.84        38395.08        38905.29        40805.19        44624.48
          219.57           53.14          3.7025          3.4803          3.5914          740.73        10974.30        21554.00        31549.61        36210.32        38621.68        39365.03        39748.37        40045.70        40353.82        40570.17        41082.92        41827.28
          185.36          624.74          3.9611          4.6392          4.3001          743.17         8451.29        18753.00        30033.53        36068.47        41402.34        44529.15        46599.97        47914.23        48233.14        48129.82        47889.78        47762.29
          234.70          492.88          3.6406          2.9767          3.3086          752.72        12571.82        23724.25        32782.86        36104.82        37444.92        37839.34        38050.17        38256.57        38705.48        39259.61        39688.71        40524.83
          185.37          624.74          3.9618          4.6392          4.3005          743.17         8451.29        18753.00        30033.53        36068.47        41402.34        44529.15        46599.97        47914.23        48233.14        48129.82        47889.78        47762.29
          177.34          328.32          3.8658          3.7038          3.7848          746.33         9761.73        19647.30        29339.12        34227.60        37604.43        38582.13        38805.53        39117.21        39441.42        39999.76        40513.80        40980.97
          354.55          684.86          3.1810          3.1879          3.1844          740.60        12571.72        23479.19        32441.22        35840.05        37180.29        37621.90        37899.90        38205.27        38657.12        39378.01        40050.18        40993.15
          303.38          880.94          3.6067          3.7731          3.6899          739.50         9698.47        21009.81        32328.15        36586.91        37825.38        37882.36        37864.73        38013.53        38137.20        38437.63        39492.39        41193.57
          196.39          574.47          3.7558          3.4247          3.5903          742.57         9778.97        20960.32        31474.11        35209.46        36341.09        36260.37        35984.03        35628.16        35341.35        35340.70        35658.49        36218.75
