 Program: FIND Thu Jul 21 12:40:42 2022

 Threshold above background:   50.0
 Approximate FWHM:      3.50000
 Sharpness Limits: Low  0.20  High  1.00
 Roundness Limits: Low -1.00  High  1.00

 No of sources above threshold  5748
 No. of sources rejected by SHARPNESS criteria     439
 No. of sources rejected by ROUNDNESS criteria     760
 No. of sources rejected by CENTROID  criteria       7

             STAR       X       Y     FLUX     SHARP    ROUND
             2165  449.79  495.89     52.0     0.56     0.11
             2166  888.28  496.82     99.6     0.64     0.31
             2167   43.50  496.63    193.6     0.32    -0.17
             2168  206.47  497.76     67.9     0.31    -0.74
             2169  282.15  497.12     67.0     0.41    -0.20
             2170  359.12  497.31  22553.4     0.40    -0.10
             2171  628.54  496.80    132.9     0.49    -0.34
             2172  959.12  497.30    126.3     0.52    -0.35
             2173  963.71  496.97    195.5     0.39    -0.46
             2174   21.16  497.84    233.7     0.44    -0.17
             2175  166.89  497.67    156.2     0.34    -0.23
             2176  413.00  498.44    186.0     0.40     0.04
             2177  204.51  499.31     69.0     0.60    -0.51
             2178  227.81  499.25     73.1     0.48    -0.73
             2179  335.28  499.16    141.2     0.50    -0.57
             2180  654.12  498.91     91.2     0.39     0.26
             2181  862.15  498.93     88.9     0.39    -0.46
             2182  421.53  499.84    206.8     0.49    -0.35
             2183  580.08  500.07    116.9     0.51     0.10
             2184  635.90  501.05     62.2     0.51     0.95
             2185  682.24  500.17    189.4     0.35     0.04
             2186  717.33  499.89     74.5     0.46     0.07
             2187  960.72  499.40    115.4     0.40     0.68
             2188  111.55  500.96    123.4     0.51     0.02
             2189  287.97  501.56     53.5     0.52     0.28
             2190  456.92  500.93  12412.6     0.47    -0.10
             2191  508.82  501.01  13325.8     0.50    -0.10
             2192  191.47  502.07     55.6     0.25    -0.20
             2193  270.27  502.11    133.4     0.48    -0.34
             2194  343.87  501.87    235.0     0.39     0.03
             2195  748.92  502.18     66.6     0.33    -0.18
             2196  140.60  503.02    328.5     0.41    -0.20
             2197  618.95  502.84    198.0     0.46     0.45
             2198   85.90  503.84     68.3     0.48     0.08
             2199  537.87  504.43    159.0     0.49    -0.34
             2200  560.97  503.45     61.8     0.62     0.79
             2201  613.69  504.24    339.0     0.47     0.01
             2202  682.39  503.55     52.3     0.64    -0.88
             2203    6.78  505.25   1528.9     0.40    -0.02
             2204  352.85  504.71    199.6     0.45     0.12
             2205  681.83  504.42     55.0     0.41    -0.81
             2206  708.46  505.53    140.5     0.46    -0.48
             2207  796.06  505.63    120.3     0.45     0.03
             2208  199.75  506.68    189.1     0.41    -0.09
             2209  217.98  507.27    121.9     0.40    -0.38
             2210  398.26  506.63    120.4     0.78    -0.17
             2211  710.75  506.84    294.7     0.50    -0.10
             2212  829.86  506.91     53.2     0.50     0.36
             2213  286.26  508.07    183.4     0.47    -0.49
             2214  382.04  508.06    105.4     0.42    -0.23
             2215  619.31  507.90     97.8     0.57    -0.60
             2216  718.04  508.01    461.4     0.45    -0.11
             2217  923.44  508.22     87.3     0.43    -0.21
             2218  190.67  508.67    178.5     0.39    -0.25
             2219  324.82  509.10   2080.1     0.44    -0.10
             2220  455.69  508.49     52.7     0.24     0.86
             2221  550.05  509.43    159.0     0.35     0.18
             2222   92.89  509.94     78.7     0.46    -0.72
             2223  506.93  509.91     85.9     0.57     0.32
             2224  540.16  509.83    562.5     0.40    -0.07
             2225  947.91  510.26     83.3     0.40     0.39
             2226  188.52  510.03     54.7     0.45    -0.47
             2227  204.73  510.62     61.8     0.30    -0.47
             2228  637.01  510.47     98.5     0.42     0.15
             2229  756.26  510.97    513.6     0.41    -0.09
             2230  857.19  511.40     65.5     0.46    -0.37
             2231  863.74  511.22    602.7     0.43    -0.11
             2232  877.38  511.16     66.4     0.52     0.33
             2233  300.69  513.19     92.7     0.47     0.90
             2234  596.83  512.33    130.6     0.43     0.04
             2235  677.09  511.80     50.7     0.33    -0.56
             2236  819.84  511.63   2786.7     0.46     0.08
             2237  842.77  511.76    182.1     0.37    -0.09
             2238  104.36  513.03     84.6     0.38    -0.37
             2239  280.77  513.21     89.3     0.38    -0.21
             2240  662.69  513.16    134.4     0.53    -0.21
             2241  999.80  513.11    273.1     0.42    -0.56
             2242  260.82  514.04     50.1     0.66    -0.75
             2243  432.96  514.00    824.2     0.45    -0.11
             2244  631.04  514.25    181.0     0.38    -0.15
             2245  716.73  513.56     64.0     0.41     0.62
             2246  486.51  514.81   6009.9     0.48    -0.24
             2247  553.84  514.68    346.9     0.47     0.06
             2248  657.39  515.18     62.1     0.48     0.00
             2249  686.66  515.09    118.0     0.46     0.20
             2250  941.20  514.78   2832.0     0.45    -0.11
             2251  876.03  515.69    206.2     0.50     0.06
             2252  156.61  516.90    223.3     0.46    -0.56
             2253  218.95  517.33    448.6     0.42    -0.08
             2254  302.64  516.12    120.8     0.33     0.02
             2255  387.45  517.49     51.4     0.60     0.31
             2256  495.46  517.19    102.6     0.45    -0.20
             2257  533.71  516.90    119.4     0.40    -0.48
             2258  545.48  517.38     95.1     0.42     0.11
             2259  524.07  518.03     77.8     0.50    -0.66
             2260  562.95  517.68    120.2     0.39    -0.46
             2261  591.83  517.80    398.0     0.51    -0.01
             2262  733.32  517.89     57.3     0.45     0.28
             2263  129.20  518.87     56.7     0.42    -0.48
             2264  354.88  518.70     92.8     0.40    -0.12
             2265  415.72  519.13    269.8     0.44    -0.16
             2266  665.96  518.72   1356.6     0.47     0.08
             2267  257.91  520.38     75.1     0.37    -0.05
             2268  328.61  519.86    975.1     0.45    -0.23
             2269  604.71  520.03     90.4     0.46    -0.52
             2270  617.02  519.94    107.8     0.44     0.24
             2271  645.05  519.97     81.2     0.51     0.25
             2272   48.55  521.30    362.1     0.42    -0.14
             2273   88.96  520.88     86.8     0.43    -0.17
             2274  134.55  521.00     55.3     0.35     0.22
             2275  198.05  521.69    389.1     0.43     0.00
             2276  335.69  521.37    898.1     0.44    -0.02
             2277  628.76  520.53     78.6     0.43     0.55
             2278  803.95  520.93     83.0     0.43     0.45
             2279  844.77  521.10   1991.0     0.47    -0.14
             2280  965.94  520.99   1581.1     0.46    -0.16
             2281 1015.97  520.71    106.2     0.35    -0.52
             2282  241.02  521.73     84.0     0.49    -0.01
             2283  309.40  521.98     86.3     0.32    -0.76
             2284  472.00  521.47    115.2     0.31     0.53
             2285  482.86  521.56     50.8     0.58    -0.19
             2286  637.92  522.27     61.6     0.28    -0.12
             2287  750.99  522.52     50.4     0.51     0.53
             2288  924.34  522.28    536.8     0.44    -0.15
             2289  401.71  523.04    103.4     0.47    -0.66
             2290  462.17  522.96  85271.6     0.41    -0.15
             2291  671.77  522.98    127.1     0.41    -0.14
             2292  375.93  523.72     62.1     0.45     0.80
             2293  445.03  523.84     59.0     0.26    -0.16
             2294  522.77  525.12     64.3     0.44     0.04
             2295  614.85  524.70     74.2     0.58     0.13
             2296  689.92  524.98     70.2     0.47    -0.22
             2297   22.86  525.96     53.1     0.45    -0.27
             2298   33.15  526.20    626.5     0.43    -0.38
             2299  532.04  525.93   4100.7     0.46    -0.06
             2300  557.13  526.07    404.8     0.42    -0.10
             2301  623.05  526.28    113.4     0.30     0.56
             2302  760.64  525.67    688.4     0.42    -0.08
             2303  826.60  526.17    115.9     0.49    -0.79
             2304   74.68  526.71    207.9     0.43    -0.03
             2305  265.49  526.62    148.8     0.42    -0.46
             2306  343.88  527.08    113.5     0.48    -0.82
             2307  766.07  526.65    148.5     0.47     0.00
             2308  849.96  527.05    208.9     0.47    -0.04
             2309  540.90  528.31    473.6     0.43    -0.02
             2310  901.77  527.67    202.2     0.39    -0.26
             2311  911.46  527.62     56.4     0.37     0.29
             2312  216.24  528.81    243.5     0.48    -0.39
             2313  247.42  529.58     78.1     0.41    -0.74
             2314  259.04  528.43     64.3     0.46    -0.36
             2315  295.40  529.09    326.3     0.49    -0.11
             2316  635.15  528.96     81.9     0.38    -0.27
             2317  665.05  529.13     96.3     0.37     0.20
             2318  721.28  529.37     53.3     0.37     0.21
             2319  751.73  528.74     74.4     0.31    -0.25
             2320  434.61  530.09    110.3     0.50    -0.38
             2321  452.80  529.04     65.3     0.50     0.23
             2322  560.66  529.89     59.4     0.69     0.32
             2323  578.12  530.09     52.4     0.36    -0.04
             2324  596.00  530.03    356.8     0.47    -0.28
             2325  767.88  530.10     50.4     0.45     0.86
             2326  288.19  530.68    151.9     0.34     0.12
             2327  335.08  530.53     58.9     0.44     0.55
             2328  484.32  530.98     50.1     0.44    -0.81
             2329  509.97  530.86     57.9     0.42     0.24
             2330  713.00  531.22    804.5     0.46    -0.04
             2331  165.31  531.90     99.2     0.46    -0.53
             2332  427.27  531.24    125.4     0.50     0.21
             2333  552.05  531.93     69.0     0.25    -0.21
             2334  658.20  531.94    275.9     0.46    -0.12
             2335   42.56  532.67    246.7     0.43     0.06
             2336  263.60  532.48     80.9     0.51    -0.11
             2337  478.68  533.18     70.0     0.69     0.29
             2338  741.01  532.92    162.5     0.43     0.18
             2339  948.13  532.87     57.0     0.42    -0.19
             2340  374.36  534.27     55.8     0.40    -0.33
             2341  516.13  534.35     72.5     0.34     0.07
             2342  778.70  534.45     68.9     0.35     0.76
             2343  309.46  534.79    123.2     0.46    -0.27
             2344  408.14  534.83    149.3     0.38     0.05
             2345  584.95  535.03    257.9     0.46     0.05
             2346  639.38  534.84    136.9     0.48    -0.49
             2347  834.78  534.93    184.8     0.41    -0.21
             2348   54.73  536.58     52.2     0.40     0.51
             2349  354.20  536.00    205.2     0.37    -0.20
             2350  463.14  536.19    465.6     0.38    -0.00
             2351  798.10  536.01     53.4     0.42     0.19
             2352   45.79  536.67     50.7     0.47    -0.33
             2353  212.88  536.84     83.1     0.53     0.26
             2354  390.42  537.02    319.1     0.43    -0.24
             2355  564.55  536.71     62.9     0.36    -0.57
             2356  578.88  536.78     72.3     0.37     0.11
             2357  613.92  537.04     53.3     0.31    -0.68
             2358  784.18  537.06  26428.1     0.46    -0.09
             2359  401.25  538.01     71.4     0.48    -0.56
             2360  477.96  538.14    886.6     0.44    -0.02
             2361  494.26  538.20    177.2     0.50    -0.35
             2362  225.87  538.84    100.1     0.47    -0.35
             2363  533.69  539.20   1713.5     0.48    -0.02
             2364  826.30  538.97    365.1     0.44    -0.10
             2365  909.91  538.80    149.9     0.40    -0.15
             2366  188.76  539.70    473.5     0.40    -0.16
             2367  428.84  540.55    364.7     0.51     0.48
             2368   59.94  540.69    725.0     0.39    -0.07
             2369  197.76  540.51     72.8     0.38    -0.09
             2370  384.64  541.04     62.6     0.31     0.83
             2371  517.06  541.00     69.0     0.24    -0.14
             2372  545.72  541.26    106.4     0.43     0.34
             2373  703.79  541.12     80.8     0.34     0.13
             2374  736.78  541.06    213.4     0.42    -0.07
             2375  896.95  540.94    652.0     0.46    -0.16
             2376  161.69  542.10   4220.0     0.44    -0.19
             2377  308.19  542.51    107.7     0.43    -0.29
             2378  415.70  542.02   1162.7     0.45    -0.29
             2379  749.96  541.90   1042.4     0.48    -0.02
             2380  267.54  543.17     69.7     0.43    -0.92
             2381  559.72  542.72    243.0     0.51     0.09
             2382  619.37  542.50    106.7     0.50     0.10
             2383  719.85  542.93    184.8     0.48     0.30
             2384  840.96  543.17     71.4     0.58    -0.06
             2385   79.97  543.79    138.0     0.40     0.01
             2386  465.86  543.70    266.0     0.43     0.01
             2387  474.98  543.67    106.3     0.36     0.36
             2388  876.11  544.21    213.3     0.44    -0.00
             2389  966.78  544.17    109.0     0.45    -0.32
             2390  170.61  544.93     75.9     0.53    -0.04
             2391  429.03  544.80   1798.5     0.43    -0.08
             2392  438.51  545.33   1783.0     0.45    -0.13
             2393  311.42  545.70     74.1     0.50     0.19
             2394  344.41  546.52    144.1     0.49    -0.10
             2395  356.68  545.88     97.1     0.37    -0.12
             2396  696.97  545.85     64.9     0.35     0.38
             2397  733.72  546.16    677.8     0.44     0.05
             2398  759.01  546.57     65.2     0.44     0.56
             2399  176.35  547.25    131.5     0.43    -0.52
             2400  350.02  546.76    399.6     0.39    -0.09
             2401  649.48  547.15     58.5     0.41     0.24
             2402  161.97  546.46     70.4     0.38     0.69
             2403  242.86  548.17     95.3     0.52    -0.34
             2404  608.17  547.75    125.0     0.40    -0.11
             2405  769.24  548.16     58.5     0.43    -0.91
             2406  281.16  549.18     57.0     0.39    -0.14
             2407  407.51  549.68     52.2     0.52     0.73
             2408  450.20  549.30    406.5     0.43    -0.11
             2409  716.91  548.85     76.8     0.38    -0.44
             2410  728.16  548.90     51.4     0.43     0.80
             2411   92.89  549.86     70.0     0.45    -0.84
             2412  295.60  550.23     69.6     0.50    -0.59
             2413  302.86  550.19    183.1     0.48    -0.06
             2414  382.68  550.23     73.9     0.41     0.19
             2415  549.13  549.88     52.9     0.36     0.08
             2416  662.63  550.03    204.0     0.50    -0.35
             2417  690.08  549.67    248.5     0.46     0.25
             2418  738.97  550.44     84.8     0.46     0.01
             2419  912.94  549.97   6440.8     0.45    -0.10
             2420  105.43  550.28     57.0     0.27    -0.53
             2421  171.45  550.76    178.5     0.40    -0.33
             2422  456.44  551.33    233.0     0.47    -0.22
             2423  492.03  551.34   5764.5     0.44     0.08
             2424  540.20  550.58     51.2     0.36     0.19
             2425  126.09  551.95    154.9     0.41    -0.62
             2426  161.15  552.22    327.3     0.47    -0.36
             2427  215.28  552.12   2578.1     0.45    -0.36
             2428  325.43  551.58    101.0     0.46    -0.21
             2429  570.41  551.90    127.6     0.39    -0.31
             2430  581.70  552.15     78.9     0.52     0.42
             2431  619.55  552.00    144.1     0.48    -0.38
             2432  669.05  552.43     82.6     0.37     0.47
             2433    2.36  552.93    513.0     0.49     0.69
             2434  606.09  552.79    132.2     0.42     0.27
             2435  679.08  552.58     70.1     0.42     0.05
             2436  782.16  553.19    122.8     0.42     0.10
             2437  821.22  552.84     96.6     0.46    -0.22
             2438  238.29  553.18     56.0     0.31    -0.67
             2439  275.60  554.27    348.4     0.46    -0.22
             2440  192.42  554.65     65.8     0.29    -0.34
             2441  268.92  553.68     53.8     0.39     0.19
             2442  352.45  555.39    131.5     0.41    -0.28
             2443  416.97  555.09    750.1     0.44    -0.09
             2444  564.03  554.74    943.2     0.45     0.06
             2445  795.95  554.95    682.9     0.44    -0.02
             2446  445.56  556.27    153.3     0.45     0.32
             2447  628.10  555.91    137.4     0.44     0.21
             2448  749.98  556.30  31383.4     0.45     0.12
             2449 1018.24  555.71  17872.1     0.42     0.04
             2450  393.92  556.92     58.0     0.52     0.12
             2451  489.99  556.65    198.1     0.45     0.25
             2452  695.78  556.99    884.9     0.48     0.02
             2453  734.66  557.09    411.6     0.48    -0.16
             2454   12.58  558.56     75.2     0.46     0.04
             2455  609.71  557.84     51.6     0.44     0.16
             2456  712.22  558.32    406.6     0.40     0.10
             2457  720.17  558.06     67.0     0.29    -0.09
             2458  839.13  558.42    422.7     0.42     0.15
             2459  978.98  557.79     95.2     0.44     0.15
             2460   28.55  559.09    172.8     0.50    -0.29
             2461  102.25  559.10     51.6     0.44    -0.45
             2462  135.55  558.85    105.4     0.48    -0.22
             2463  247.62  558.50     78.5     0.42     0.43
             2464  326.92  558.93    124.9     0.36     0.20
             2465  346.97  559.28     65.2     0.45    -0.25
             2466  400.72  559.00     78.9     0.24    -0.21
             2467  447.72  559.07     99.9     0.42    -0.10
             2468  668.36  558.84    158.4     0.41    -0.12
             2469  704.73  558.59    121.2     0.56     0.22
             2470  801.82  558.86    172.0     0.47     0.22
             2471  899.04  558.89     76.6     0.40    -0.32
             2472  984.89  558.94    116.7     0.43     0.08
             2473   37.97  559.73    571.2     0.38    -0.07
             2474  205.50  559.90    159.1     0.41    -0.28
             2475  377.49  559.58    128.6     0.47    -0.09
             2476  529.70  559.65    164.9     0.45     0.00
             2477  603.07  560.41     83.7     0.42     0.15
             2478  616.17  559.64    418.0     0.44     0.01
             2479  665.66  559.69    124.5     0.39    -0.54
             2480  861.80  560.24     51.9     0.44     0.45
             2481  147.62  561.37    120.8     0.46    -0.21
             2482  217.07  560.98    115.1     0.40    -0.01
             2483  301.67  560.36     50.1     0.28    -0.59
             2484  418.52  560.78    196.1     0.47    -0.25
             2485  580.24  561.01  49067.9     0.43    -0.15
             2486  688.96  560.78     67.1     0.56     0.06
             2487  276.46  562.51     51.3     0.49     0.49
             2488  362.87  561.89    320.2     0.32    -0.25
             2489  477.27  562.42     54.6     0.30    -0.14
             2490  633.72  562.04    466.2     0.48    -0.07
             2491  769.19  562.31   1294.0     0.42     0.07
             2492  787.14  562.61     50.4     0.54    -0.42
             2493  439.53  564.19    102.6     0.48     0.13
             2494  489.83  564.47     68.2     0.34     0.89
             2495  655.61  563.82    245.4     0.45    -0.19
             2496  855.26  564.09   2165.9     0.44    -0.10
             2497  124.81  565.25    136.9     0.40    -0.16
             2498  189.84  565.19     70.0     0.42    -0.06
             2499  244.89  565.06    160.7     0.42    -0.08
             2500  505.49  564.91    242.3     0.44    -0.03
             2501  614.46  564.93     51.0     0.51     0.82
             2502  181.89  565.49     71.9     0.41    -0.29
             2503  221.01  566.06     66.0     0.54    -0.19
             2504  365.59  565.56    276.6     0.45    -0.06
             2505  372.48  565.72     93.7     0.40    -0.02
             2506  540.68  565.79   4021.6     0.48    -0.06
             2507  643.07  566.00   1026.2     0.36     0.03
             2508  779.36  565.93     68.9     0.55     0.06
             2509  880.74  565.64   3438.4     0.44    -0.01
             2510  978.73  566.20     79.6     0.44    -0.50
             2511  110.83  566.45     86.1     0.41     0.03
             2512  215.03  567.57     71.9     0.42    -0.25
             2513  261.59  567.27    329.4     0.48    -0.26
             2514  381.04  566.56     88.0     0.40    -0.17
             2515  563.27  567.14    109.2     0.48    -0.18
             2516  601.84  566.80     72.0     0.36     0.23
             2517  651.19  566.84    153.3     0.42     0.04
             2518  891.59  566.47    112.3     0.41    -0.13
             2519 1011.81  566.67    545.1     0.44    -0.22
             2520  933.98  568.36     52.2     0.41     0.00
             2521  209.60  568.68     61.2     0.38    -0.36
             2522  513.81  569.00    151.8     0.51    -0.42
             2523  561.11  569.38    257.0     0.43     0.18
             2524  676.08  569.25   7771.5     0.45     0.08
             2525  229.19  570.12     59.6     0.46    -0.66
             2526  281.75  569.88    144.7     0.46    -0.13
             2527  796.90  569.90    144.8     0.43    -0.07
             2528  119.99  570.68     59.7     0.23     0.52
             2529  168.54  571.19     95.4     0.43    -0.27
             2530  412.77  570.54     74.5     0.43     0.60
             2531  488.88  571.41   5439.3     0.45     0.15
             2532  602.76  571.23     74.5     0.39    -0.18
             2533  849.24  570.78    168.2     0.46    -0.01
             2534   26.23  571.34     51.9     0.51     0.10
             2535  133.74  572.62     91.1     0.42    -0.07
             2536  252.53  572.03  11966.1     0.46    -0.32
             2537  267.24  572.18    224.8     0.39     0.16
             2538  479.09  571.96  52224.5     0.44    -0.11
             2539  550.66  571.82  62807.5     0.48    -0.12
             2540  874.85  572.10  19093.9     0.46    -0.09
             2541  320.68  572.85    113.9     0.39    -0.17
             2542  336.83  573.25  38501.1     0.45    -0.11
             2543  355.85  572.53     59.1     0.46     0.04
             2544  455.12  573.10     89.4     0.58    -0.36
             2545  459.85  572.72    197.3     0.44    -0.17
             2546  630.71  572.38     93.9     0.38     0.18
             2547  196.75  574.20   3111.9     0.44    -0.14
             2548  314.05  574.40     99.6     0.39     0.36
             2549  424.56  574.27    585.0     0.45    -0.16
             2550  535.61  573.91     69.4     0.50     0.02
             2551  561.95  573.74     80.2     0.36     0.76
             2552  681.70  574.14    375.4     0.47    -0.06
             2553  719.24  573.90    168.0     0.40    -0.26
             2554  807.15  574.08     70.0     0.51     0.44
             2555  259.26  575.08     57.0     0.42    -0.42
             2556  343.05  575.20    149.1     0.53    -0.61
             2557  375.92  574.94    306.8     0.41    -0.15
             2558  525.55  574.82    154.1     0.47    -0.33
             2559  618.25  575.62     58.3     0.54     0.17
             2560  890.13  575.05     58.8     0.55    -0.40
             2561  961.65  575.75     74.6     0.49     0.23
             2562  968.64  575.89     60.4     0.46    -0.10
             2563   14.91  577.41    112.1     0.40     0.06
             2564   88.34  576.67    728.3     0.39    -0.23
             2565  221.44  577.09     88.1     0.50    -0.42
             2566  628.14  577.17    127.5     0.44     0.14
             2567  714.23  577.04    325.8     0.43    -0.09
             2568  738.72  577.30     81.2     0.45    -0.14
             2569  752.06  577.05     65.5     0.51     0.23
             2570 1012.40  576.80   7631.4     0.44    -0.24
             2571  665.07  578.23     53.8     0.54     0.27
             2572  678.24  577.73     56.3     0.62     0.11
             2573  943.04  577.72   6361.7     0.45     0.00
             2574  161.32  578.90    102.0     0.47    -0.37
             2575  297.45  578.61     96.5     0.41    -0.27
             2576  703.77  579.19    124.0     0.39    -0.07
             2577   41.28  579.83    163.0     0.44    -0.31
             2578  210.75  580.28    108.1     0.45    -0.26
             2579  320.02  579.96    343.2     0.42    -0.09
             2580  358.94  579.99    242.6     0.41    -0.13
             2581  475.53  579.83     86.5     0.45     0.39
             2582  546.57  579.31     76.7     0.40     0.27
             2583  758.05  579.84     72.9     0.39    -0.92
             2584  767.69  579.92    162.1     0.46    -0.22
             2585  855.09  580.14     63.4     0.42    -0.06
             2586  332.93  580.62    290.9     0.37     0.26
             2587  392.46  581.29     51.0     0.34    -0.84
             2588  495.79  580.87     99.0     0.37    -0.31
             2589  510.82  581.09     71.3     0.46     0.36
             2590  582.96  581.01     89.8     0.43     0.62
             2591  788.86  581.38     54.7     0.54     0.24
             2592  130.90  583.25     84.0     0.42    -0.38
             2593  148.67  583.32    149.3     0.42     0.02
             2594  261.90  582.40    163.5     0.40    -0.11
             2595  118.63  584.08    159.0     0.48    -0.01
             2596  363.88  584.39     52.0     0.51    -0.08
             2597  383.63  584.25     55.9     0.56    -0.56
             2598  398.98  583.37     53.7     0.37    -0.18
             2599  710.40  584.15    285.1     0.39    -0.11
             2600  715.66  584.00    449.9     0.48    -0.21
             2601  802.03  583.17     72.9     0.51     0.44
             2602  842.53  584.18     56.2     0.34    -0.48
             2603  111.84  584.89    401.2     0.42    -0.15
             2604  269.34  585.18     51.0     0.27    -0.15
             2605  554.15  585.33    308.5     0.41     0.01
             2606  627.85  584.64    192.3     0.46     0.03
             2607  196.43  586.23    183.9     0.48    -0.29
             2608  241.68  585.39     57.8     0.45    -0.26
             2609  274.79  586.11    136.5     0.42    -0.09
             2610  299.19  586.21     57.2     0.45     0.09
             2611  303.97  586.14     86.6     0.51    -0.29
             2612  465.92  585.66    164.2     0.41    -0.04
             2613  607.20  586.33     50.4     0.46    -0.40
             2614  649.77  585.61    215.9     0.43     0.08
             2615  750.17  585.93  10188.8     0.43    -0.02
             2616  898.02  585.90   1052.4     0.46    -0.03
             2617  948.05  585.75    140.4     0.51     0.23
             2618   10.96  586.93     77.8     0.46    -0.14
             2619  324.44  586.23     53.7     0.48     0.69
             2620  512.23  586.94     50.4     0.54     0.34
             2621  536.76  587.10    127.9     0.41    -0.01
             2622  696.22  587.62     63.0     0.38     0.38
             2623  220.68  587.96    370.0     0.43    -0.20
             2624  450.02  587.89     65.0     0.31     0.81
             2625  487.95  588.14    167.0     0.43     0.01
             2626  524.95  587.97     77.0     0.40    -0.31
             2627  633.61  587.89    170.0     0.48     0.01
             2628  719.57  587.78     75.6     0.44    -0.36
             2629  253.94  588.37     72.2     0.40    -0.22
             2630  376.90  589.34     77.4     0.48    -0.35
             2631  825.02  589.47     78.3     0.46    -0.18
             2632   86.64  590.31     79.3     0.33     0.28
             2633  313.32  589.87    229.1     0.44    -0.38
             2634  478.46  590.05   2444.3     0.46    -0.17
             2635  558.84  591.09     79.8     0.54     0.16
             2636  854.09  591.38     58.1     0.45     0.17
             2637  894.32  591.01     77.4     0.48     0.22
             2638  954.40  590.78    143.5     0.37    -0.15
             2639  124.82  592.30     83.6     0.40     0.03
             2640  797.75  592.03    345.2     0.49    -0.20
             2641  870.80  591.89    591.6     0.44    -0.15
             2642  937.66  592.23    128.6     0.42     0.08
             2643  961.18  591.72   6179.6     0.44    -0.03
             2644  229.10  592.77     84.8     0.30    -0.36
             2645  327.83  593.92     72.3     0.27     0.49
             2646  774.85  593.39     97.8     0.46     0.25
             2647  789.90  592.98   5860.3     0.47     0.00
             2648  118.67  593.56     56.8     0.43    -0.38
             2649  367.55  593.99    104.6     0.44    -0.70
             2650  462.05  593.26     74.1     0.37     0.27
             2651  548.44  594.21     73.5     0.57    -0.32
             2652  709.58  594.30    114.9     0.47    -0.11
             2653  720.34  594.46     97.9     0.29    -0.29
             2654  847.70  594.33     69.8     0.34    -0.09
             2655  205.43  595.19     78.4     0.37    -0.70
             2656  414.58  595.00     83.8     0.32    -0.20
             2657  483.23  595.29     68.0     0.36    -0.42
             2658  544.69  594.76    194.2     0.49    -0.10
             2659  564.89  594.75    225.3     0.41     0.03
             2660  732.28  594.88    155.5     0.36     0.07
             2661  151.48  596.37    178.6     0.44    -0.16
             2662  325.63  596.38    134.5     0.34     0.16
             2663  522.94  596.08  18420.1     0.47    -0.03
             2664  625.41  595.33     55.0     0.45    -0.56
             2665  647.07  596.04    222.3     0.36     0.03
             2666  754.54  595.98     56.6     0.49    -0.24
             2667  896.52  595.90     70.2     0.41    -0.32
             2668  204.10  595.66     50.1     0.36    -0.24
             2669  242.95  596.56     63.2     0.55    -0.36
             2670  306.97  597.00     68.4     0.38     0.01
             2671  357.59  597.46     51.8     0.39     0.87
             2672  445.19  597.41    179.7     0.36     0.08
             2673  506.06  597.95     53.8     0.38     0.89
             2674  642.86  596.61    114.5     0.44    -0.21
             2675  782.94  596.94   1008.7     0.46     0.03
             2676  901.19  597.15     50.1     0.42    -0.38
             2677  904.71  596.74     59.4     0.44    -0.28
             2678  126.41  598.03    224.9     0.48    -0.11
             2679  398.84  598.06     56.6     0.33     0.76
             2680  832.14  598.06    117.7     0.47    -0.16
             2681 1006.19  597.77    290.3     0.43    -0.12
             2682  146.45  599.08     88.2     0.48     0.37
             2683  223.90  598.64   1232.7     0.38    -0.03
             2684  327.96  599.42    455.9     0.43     0.04
             2685  376.94  598.89   1152.9     0.44    -0.15
             2686  455.54  598.69  11400.9     0.44    -0.13
             2687  490.94  598.84    190.2     0.36     0.34
             2688  507.35  598.76     62.8     0.40    -0.98
             2689  591.08  598.88    520.4     0.40     0.12
             2690  823.14  598.98    148.2     0.40     0.17
             2691   95.81  599.63     95.6     0.48     0.02
             2692  409.03  599.69     65.4     0.52     0.17
             2693  540.33  599.98     97.5     0.35    -0.37
             2694  586.88  599.90     73.6     0.36    -0.74
             2695  671.85  600.15     76.1     0.36     0.04
             2696  719.70  600.13    651.5     0.41    -0.05
             2697  793.93  600.06   1391.1     0.45     0.06
             2698  139.14  601.24     91.4     0.42    -0.56
             2699  236.00  601.57     88.9     0.40    -0.78
             2700  516.49  600.89     57.5     0.36    -0.42
             2701  679.78  600.56    143.1     0.37    -0.10
             2702  854.00  600.85   9227.7     0.46     0.24
             2703  275.67  602.15    159.1     0.48    -0.23
             2704  502.11  601.94     55.3     0.46    -0.73
             2705  655.95  602.31    358.5     0.44     0.09
             2706  903.36  602.37     79.8     0.52     0.15
             2707  934.02  601.71     56.1     0.42     0.25
             2708  980.47  601.83     59.5     0.37    -0.37
             2709  144.94  602.48     72.8     0.36     0.30
             2710  149.58  603.14    105.2     0.44    -0.44
             2711  613.41  602.82    173.9     0.41    -0.32
             2712  922.71  603.21  28246.8     0.43    -0.15
             2713  127.64  604.05    231.0     0.41    -0.19
             2714  163.97  603.93    126.6     0.44    -0.08
             2715  541.82  603.77     60.5     0.32     0.73
             2716  699.47  604.03     99.6     0.49    -0.27
             2717  816.61  604.10    951.8     0.44    -0.21
             2718  233.69  604.56    255.3     0.43    -0.07
             2719  354.21  605.36   1623.8     0.42    -0.14
             2720  369.15  605.55     54.2     0.36    -0.31
             2721  510.71  604.86    269.9     0.43    -0.13
