xcentroid	ycentroid	sharpness	roundness1	roundness2	npix	sky	peak	flux	mag
537.68	238.21	0.44	0.10	0.03	25.00	0.00	3570.71	58.87	-4.42
571.47	237.41	0.37	-0.21	-0.03	25.00	0.00	73.78	1.47	-0.42
664.41	237.74	0.47	0.29	-0.12	25.00	0.00	2541.29	40.78	-4.03
275.21	238.86	0.34	-0.00	-0.10	25.00	0.00	62.65	1.05	-0.05
337.49	238.35	0.39	0.70	0.15	25.00	0.00	150.54	2.22	-0.87
579.04	239.37	0.41	0.34	0.11	25.00	0.00	2178.21	36.88	-3.92
618.20	239.50	0.42	-0.43	0.24	25.00	0.00	51.45	1.04	-0.05
685.70	239.86	0.48	0.16	0.19	25.00	0.00	166.14	2.76	-1.10
419.95	239.96	0.45	0.29	-0.01	25.00	0.00	326.98	5.20	-1.79
456.64	239.95	0.54	0.31	0.11	25.00	0.00	103.45	1.66	-0.55
748.25	239.57	0.46	-0.16	0.04	25.00	0.00	1371.83	22.70	-3.39
820.03	240.00	0.36	-0.54	0.13	25.00	0.00	90.32	1.48	-0.43
900.21	239.40	0.47	0.34	0.30	25.00	0.00	63.53	1.29	-0.28
130.27	241.07	0.48	0.15	-0.14	25.00	0.00	157.16	2.06	-0.78
391.53	240.73	0.56	0.26	-0.10	25.00	0.00	96.47	1.30	-0.28
992.87	240.79	0.45	-0.31	-0.10	25.00	0.00	128.85	2.10	-0.80
322.73	242.34	0.46	0.77	-0.01	25.00	0.00	79.96	1.28	-0.27
682.38	241.70	0.46	-0.04	-0.04	25.00	0.00	535.09	9.00	-2.39
766.92	242.21	0.43	-0.33	-0.06	25.00	0.00	90.44	1.83	-0.66
827.59	242.56	0.48	-0.84	-0.22	25.00	0.00	54.04	1.15	-0.15
317.02	242.97	0.38	0.45	-0.16	25.00	0.00	237.35	3.16	-1.25
472.54	242.85	0.48	0.29	-0.08	25.00	0.00	5907.37	93.78	-4.93
735.94	242.84	0.44	-0.18	0.18	25.00	0.00	393.89	6.30	-2.00
157.88	244.51	0.38	-0.17	-0.10	25.00	0.00	699.02	9.96	-2.50
513.49	243.89	0.33	-0.02	0.01	25.00	0.00	194.30	2.95	-1.18
687.50	244.02	0.46	-0.52	-0.02	25.00	0.00	73.19	1.35	-0.32
700.28	244.25	0.36	0.19	0.03	25.00	0.00	273.57	4.38	-1.60
247.26	243.70	0.38	-0.42	0.18	25.00	0.00	90.77	1.29	-0.27
715.58	244.75	0.44	0.07	-0.11	25.00	0.00	357.03	5.84	-1.92
949.84	246.85	0.45	-0.29	0.01	25.00	0.00	151.49	2.74	-1.09
45.91	248.30	0.38	0.31	0.03	25.00	0.00	6951.40	95.65	-4.95
809.97	248.55	0.35	-0.49	0.06	25.00	0.00	59.20	1.31	-0.29
818.88	248.18	0.42	-0.12	-0.00	25.00	0.00	118.44	2.10	-0.80
849.50	247.48	0.46	0.94	0.05	25.00	0.00	104.23	1.53	-0.46
223.10	248.70	0.42	0.12	-0.15	25.00	0.00	98.16	1.43	-0.38
383.73	248.94	0.46	0.21	-0.22	25.00	0.00	58.24	1.05	-0.05
441.91	248.61	0.62	0.50	0.20	25.00	0.00	62.75	1.00	-0.00
614.72	248.21	0.45	0.87	0.47	25.00	0.00	61.10	1.15	-0.15
194.25	249.93	0.51	0.16	-0.29	25.00	0.00	146.95	1.85	-0.67
338.51	249.63	0.47	0.28	-0.09	25.00	0.00	132.86	1.82	-0.65
864.74	249.61	0.45	-0.19	-0.20	25.00	0.00	90.46	1.62	-0.53
960.07	250.18	0.49	-0.23	-0.03	25.00	0.00	69.95	1.23	-0.22
137.77	251.11	0.42	0.57	0.12	25.00	0.00	106.38	1.54	-0.47
298.94	251.07	0.46	-0.04	-0.28	25.00	0.00	85.22	1.32	-0.31
894.86	251.10	0.43	-0.29	-0.02	25.00	0.00	187.99	3.42	-1.33
493.11	251.28	0.41	-0.29	0.07	25.00	0.00	276.48	4.24	-1.57
457.12	253.02	0.43	0.30	-0.04	25.00	0.00	3638.05	60.18	-4.45
847.52	252.98	0.43	-0.12	-0.12	25.00	0.00	712.52	11.57	-2.66
931.03	253.12	0.43	0.30	-0.06	25.00	0.00	1130.73	18.14	-3.15
399.13	253.96	0.39	0.09	-0.06	25.00	0.00	935.71	13.71	-2.84
685.44	254.15	0.39	-0.10	-0.10	25.00	0.00	86.32	1.48	-0.42
812.45	254.19	0.45	-0.00	-0.08	25.00	0.00	436.29	7.51	-2.19
155.48	254.89	0.46	0.14	-0.10	25.00	0.00	775.53	10.93	-2.60
184.65	255.37	0.42	0.41	0.03	25.00	0.00	79.70	1.21	-0.20
321.00	254.90	0.43	0.23	-0.11	25.00	0.00	12194.87	187.15	-5.68
606.66	255.17	0.42	0.37	-0.08	25.00	0.00	283.69	4.48	-1.63
640.32	255.33	0.32	0.07	0.04	25.00	0.00	106.54	1.83	-0.65
329.30	258.19	0.33	-0.44	-0.18	25.00	0.00	89.64	1.16	-0.16
345.40	257.33	0.40	-0.14	-0.16	25.00	0.00	267.43	3.64	-1.40
556.07	257.97	0.48	0.46	0.09	25.00	0.00	131.49	2.41	-0.95
646.44	257.63	0.50	0.09	-0.03	25.00	0.00	178.32	2.78	-1.11
701.96	258.18	0.41	-0.23	0.06	25.00	0.00	338.35	5.68	-1.89
797.62	258.15	0.42	-0.22	-0.15	25.00	0.00	95.92	1.92	-0.71
918.23	257.51	0.44	-0.21	0.02	25.00	0.00	206.23	3.60	-1.39
455.20	258.55	0.44	0.17	-0.04	25.00	0.00	589.01	8.77	-2.36
569.63	259.46	0.33	0.04	0.08	25.00	0.00	53.64	1.25	-0.24
654.07	259.18	0.40	-0.21	0.19	25.00	0.00	208.74	3.57	-1.38
729.84	259.02	0.44	0.27	-0.03	25.00	0.00	133.18	2.40	-0.95
768.75	259.05	0.47	0.11	-0.05	25.00	0.00	241.94	4.27	-1.58
365.24	259.60	0.32	-0.10	-0.15	25.00	0.00	158.94	2.53	-1.01
532.14	259.94	0.40	-0.61	0.31	25.00	0.00	102.45	1.51	-0.45
601.61	259.70	0.50	0.36	-0.04	25.00	0.00	14432.99	232.21	-5.91
872.98	260.20	0.41	-0.20	0.00	25.00	0.00	926.49	15.20	-2.95
905.32	259.66	0.41	-0.43	0.03	25.00	0.00	71.67	1.22	-0.22
295.45	262.95	0.44	-0.03	-0.18	25.00	0.00	144.35	2.21	-0.86
376.05	263.25	0.46	-0.21	-0.17	25.00	0.00	164.32	2.38	-0.94
993.12	263.79	0.42	0.24	0.21	25.00	0.00	118.10	1.81	-0.65
588.12	263.72	0.46	-0.15	-0.05	25.00	0.00	113.41	1.67	-0.55
58.84	264.61	0.43	-0.18	-0.15	25.00	0.00	424.45	5.42	-1.84
662.35	264.54	0.33	0.62	0.05	25.00	0.00	71.53	1.38	-0.35
694.14	265.02	0.38	0.04	-0.01	25.00	0.00	284.00	4.45	-1.62
938.32	264.70	0.45	-0.23	0.01	25.00	0.00	190.27	3.01	-1.20
470.36	265.92	0.43	0.00	-0.23	25.00	0.00	114.58	2.10	-0.80
564.98	266.24	0.44	0.49	0.05	25.00	0.00	187.75	3.22	-1.27
395.90	267.25	0.44	0.27	-0.00	25.00	0.00	422.65	6.49	-2.03
496.86	266.34	0.48	0.50	0.14	25.00	0.00	136.95	2.09	-0.80
573.05	266.45	0.46	-0.17	0.59	25.00	0.00	59.14	1.05	-0.05
791.68	267.27	0.39	-0.26	0.00	25.00	0.00	691.83	11.30	-2.63
685.14	267.59	0.46	-0.70	-0.07	25.00	0.00	88.87	1.38	-0.35
207.66	269.29	0.52	-0.20	-0.23	25.00	0.00	111.24	1.35	-0.33
344.02	268.06	0.35	-0.10	-0.04	25.00	0.00	85.67	1.49	-0.43
450.77	269.32	0.37	0.05	0.18	25.00	0.00	187.73	3.13	-1.24
554.34	270.42	0.42	0.21	-0.52	25.00	0.00	287.81	3.55	-1.37
720.26	269.25	0.45	0.23	0.01	25.00	0.00	340.63	5.84	-1.92
362.61	270.33	0.40	-0.12	-0.08	25.00	0.00	80.47	1.39	-0.36
702.67	270.44	0.44	-0.16	0.08	25.00	0.00	2697.27	45.53	-4.15
816.85	269.44	0.47	0.19	0.08	25.00	0.00	2824.66	46.37	-4.17
411.91	271.06	0.43	-0.15	-0.02	25.00	0.00	238.33	3.84	-1.46
556.60	271.63	0.50	0.38	-0.03	25.00	0.00	2252.80	36.05	-3.89
623.85	272.01	0.39	0.63	0.76	25.00	0.00	68.95	1.39	-0.35
676.87	272.35	0.41	0.23	0.12	25.00	0.00	208.77	3.73	-1.43
357.26	272.99	0.42	-0.31	-0.18	25.00	0.00	130.38	2.01	-0.76
604.72	273.33	0.41	-0.25	0.20	25.00	0.00	249.64	3.91	-1.48
735.21	273.52	0.41	0.21	0.19	25.00	0.00	68.09	1.26	-0.25
940.23	273.31	0.40	-0.22	0.00	25.00	0.00	156.70	2.86	-1.14
871.99	274.37	0.40	0.03	0.10	25.00	0.00	189.73	3.25	-1.28
175.75	275.65	0.33	-0.03	0.25	25.00	0.00	122.81	1.58	-0.50
419.35	274.84	0.41	0.42	-0.01	25.00	0.00	140.37	2.43	-0.97
527.65	274.89	0.29	-0.51	0.08	25.00	0.00	49.64	1.22	-0.21
616.46	274.68	0.41	-0.26	-0.20	25.00	0.00	207.19	3.85	-1.46
855.51	276.44	0.40	-0.51	-0.05	25.00	0.00	873.33	14.74	-2.92
197.01	277.21	0.29	0.19	0.12	25.00	0.00	151.57	1.62	-0.53
260.95	277.54	0.38	0.50	0.10	25.00	0.00	385.45	5.15	-1.78
273.32	277.17	0.42	0.10	0.05	25.00	0.00	71.95	1.03	-0.04
1003.22	277.18	0.43	0.01	-0.14	25.00	0.00	128.02	2.22	-0.87
775.99	278.30	0.37	-0.20	-0.25	25.00	0.00	47.05	1.04	-0.04
974.27	276.89	0.51	-0.71	0.37	25.00	0.00	47.66	1.03	-0.03
669.33	278.64	0.44	0.12	0.08	25.00	0.00	46.31	1.15	-0.15
882.95	278.43	0.42	-0.21	-0.01	25.00	0.00	143.80	2.53	-1.01
301.38	280.11	0.39	-0.04	-0.08	25.00	0.00	164.87	2.44	-0.97
661.80	279.69	0.47	0.35	0.06	25.00	0.00	489.74	8.27	-2.29
690.42	280.15	0.45	-0.16	-0.15	25.00	0.00	649.48	10.83	-2.59
57.94	280.92	0.40	0.06	-0.28	25.00	0.00	178.37	2.45	-0.97
369.71	281.31	0.43	0.05	-0.02	25.00	0.00	653.93	10.44	-2.55
757.44	281.35	0.42	0.35	-0.05	25.00	0.00	36770.40	628.20	-7.00
313.15	282.10	0.36	0.27	0.09	25.00	0.00	114.05	1.70	-0.58
955.99	281.93	0.43	0.61	0.31	25.00	0.00	81.45	1.67	-0.56
474.10	282.90	0.28	0.26	0.00	25.00	0.00	60.06	1.03	-0.03
997.37	283.14	0.34	-0.62	-0.25	25.00	0.00	54.82	1.11	-0.11
260.33	285.05	0.46	0.05	-0.17	25.00	0.00	3044.80	45.49	-4.14
792.64	285.32	0.38	0.49	0.16	25.00	0.00	108.18	2.05	-0.78
625.58	286.21	0.48	0.52	-0.11	25.00	0.00	71.17	1.20	-0.20
875.06	285.97	0.47	-0.21	-0.03	25.00	0.00	108.37	1.81	-0.65
236.40	286.88	0.44	-0.06	-0.08	25.00	0.00	444.97	6.05	-1.95
699.78	287.00	0.38	-0.63	-0.29	25.00	0.00	73.27	1.29	-0.27
770.25	286.65	0.47	-0.11	0.05	25.00	0.00	706.38	11.78	-2.68
319.47	289.39	0.22	0.43	0.66	25.00	0.00	50.49	1.04	-0.04
36.72	289.19	0.37	0.41	0.05	25.00	0.00	179.90	2.47	-0.98
113.02	288.81	0.41	0.12	-0.16	25.00	0.00	247.41	3.20	-1.26
204.38	289.09	0.31	-0.29	0.04	25.00	0.00	73.70	1.08	-0.09
639.69	289.00	0.47	0.01	-0.01	25.00	0.00	118.18	2.30	-0.91
720.97	289.06	0.48	0.08	-0.02	25.00	0.00	12854.84	220.77	-5.86
473.58	290.51	0.44	-0.37	-0.07	25.00	0.00	159.16	2.43	-0.97
483.09	289.69	0.52	-0.10	-0.06	25.00	0.00	93.24	1.43	-0.39
865.17	289.81	0.43	-0.03	-0.17	25.00	0.00	62.44	1.28	-0.27
340.91	291.15	0.43	0.19	-0.03	25.00	0.00	582.22	8.73	-2.35
566.35	290.99	0.43	-0.75	-0.23	25.00	0.00	74.84	1.44	-0.39
881.46	291.47	0.41	-0.52	-0.09	25.00	0.00	1240.23	20.39	-3.27
911.78	291.11	0.45	0.35	0.11	25.00	0.00	128.06	2.21	-0.86
142.67	291.92	0.44	0.82	-0.01	25.00	0.00	74.76	1.04	-0.04
368.05	292.02	0.40	-0.05	-0.08	25.00	0.00	93.99	1.61	-0.52
696.27	291.51	0.41	0.02	0.16	25.00	0.00	77.25	1.54	-0.47
162.16	292.45	0.39	-0.39	-0.20	25.00	0.00	195.46	2.60	-1.04
314.92	294.30	0.47	-0.42	-0.16	25.00	0.00	82.68	1.05	-0.05
377.67	293.94	0.59	0.32	-0.06	25.00	0.00	72.60	1.01	-0.01
635.84	294.91	0.50	0.30	-0.06	25.00	0.00	498.19	8.13	-2.28
202.37	296.12	0.45	0.16	0.03	25.00	0.00	101.15	1.21	-0.21
440.93	296.62	0.46	-0.35	0.14	25.00	0.00	270.03	3.87	-1.47
470.55	296.26	0.50	-0.12	0.02	25.00	0.00	230.83	3.45	-1.35
847.31	296.44	0.37	0.31	0.26	25.00	0.00	98.64	1.71	-0.58
989.44	295.97	0.44	-0.30	-0.15	25.00	0.00	2026.16	33.36	-3.81
168.74	296.99	0.45	0.14	-0.13	25.00	0.00	216.60	3.02	-1.20
599.12	298.04	0.40	-0.34	-0.03	25.00	0.00	76.72	1.71	-0.58
638.64	297.24	0.39	0.12	0.00	25.00	0.00	133.67	2.18	-0.85
821.85	297.95	0.42	-0.00	-0.05	25.00	0.00	204.95	3.61	-1.39
73.61	298.61	0.53	-0.55	-0.06	25.00	0.00	91.79	1.08	-0.08
579.18	299.22	0.45	-0.45	-0.28	25.00	0.00	202.71	3.19	-1.26
957.27	298.12	0.48	-0.32	0.12	25.00	0.00	95.70	1.73	-0.59
302.19	299.58	0.64	0.10	-0.13	25.00	0.00	76.73	1.02	-0.02
739.06	299.97	0.46	-0.21	-0.46	25.00	0.00	126.74	2.13	-0.82
788.84	299.50	0.48	0.15	0.03	25.00	0.00	1092.50	18.23	-3.15
846.17	300.01	0.45	-0.45	-0.22	25.00	0.00	122.69	1.78	-0.62
444.13	301.07	0.43	0.21	-0.08	25.00	0.00	2155.04	35.50	-3.88
456.08	301.42	0.41	0.43	0.07	25.00	0.00	3910.42	64.31	-4.52
734.04	301.39	0.41	0.15	0.07	25.00	0.00	240.45	3.96	-1.49
923.88	300.46	0.46	0.10	0.02	25.00	0.00	1178.88	19.58	-3.23
331.25	301.73	0.41	-0.01	-0.14	25.00	0.00	939.29	14.17	-2.88
510.43	301.93	0.34	-0.86	-0.45	25.00	0.00	48.94	1.06	-0.07
397.58	303.04	0.44	0.17	0.36	25.00	0.00	180.08	2.58	-1.03
774.64	303.07	0.40	-0.27	0.07	25.00	0.00	53.57	1.16	-0.16
894.62	303.06	0.42	-0.06	-0.08	25.00	0.00	248.68	4.12	-1.54
932.92	303.16	0.41	-0.32	0.04	25.00	0.00	93.31	1.62	-0.53
324.23	303.96	0.46	0.56	-0.35	25.00	0.00	120.02	1.82	-0.65
560.05	304.74	0.31	-0.34	-0.23	25.00	0.00	26.42	1.03	-0.03
94.54	305.57	0.39	0.18	0.07	25.00	0.00	274.45	3.76	-1.44
249.32	304.79	0.48	0.26	-0.34	25.00	0.00	265.71	3.03	-1.20
383.92	305.26	0.40	0.45	0.04	25.00	0.00	88.78	1.22	-0.21
252.84	306.51	0.54	-0.41	-0.39	25.00	0.00	122.84	1.41	-0.37
317.08	305.95	0.49	0.18	-0.07	25.00	0.00	189.62	2.02	-0.76
525.28	306.42	0.46	-0.21	-0.22	25.00	0.00	114.07	1.70	-0.58
356.80	306.53	0.50	0.11	-0.04	25.00	0.00	268.26	3.62	-1.40
601.07	308.16	0.45	0.22	0.01	25.00	0.00	12339.78	211.38	-5.81
616.85	308.18	0.49	-0.28	-0.06	25.00	0.00	57.58	1.02	-0.03
657.57	308.36	0.41	-0.46	-0.02	25.00	0.00	134.20	2.11	-0.81
673.59	307.72	0.42	-0.17	-0.28	25.00	0.00	90.57	1.74	-0.60
682.19	308.67	0.37	0.64	0.45	25.00	0.00	113.50	1.99	-0.75
698.55	307.60	0.50	0.40	-0.05	25.00	0.00	8090.10	131.62	-5.30
778.30	307.91	0.42	-0.43	0.27	25.00	0.00	173.05	2.79	-1.11
457.02	309.49	0.41	0.41	0.09	25.00	0.00	34380.43	562.06	-6.87
310.61	309.39	0.48	0.32	-0.02	25.00	0.00	725.45	10.44	-2.55
556.99	309.78	0.46	0.38	0.02	25.00	0.00	100.26	1.68	-0.56
740.46	309.79	0.38	-0.80	-0.25	25.00	0.00	97.10	1.50	-0.44
200.78	310.82	0.45	0.08	-0.41	25.00	0.00	188.48	2.21	-0.86
763.09	310.46	0.48	0.00	0.07	25.00	0.00	516.36	8.64	-2.34
815.12	310.80	0.50	0.07	0.14	25.00	0.00	147.48	2.48	-0.99
926.08	311.06	0.46	-0.13	-0.10	25.00	0.00	129.50	2.03	-0.77
668.32	311.74	0.46	-0.15	-0.07	25.00	0.00	441.09	7.49	-2.19
205.97	312.37	0.46	-0.60	-0.00	25.00	0.00	154.29	1.78	-0.63
921.65	312.97	0.45	0.78	0.21	25.00	0.00	105.22	1.76	-0.62
599.74	313.80	0.37	0.52	0.42	25.00	0.00	152.72	2.11	-0.81
248.45	315.18	0.52	0.15	-0.22	25.00	0.00	104.96	1.31	-0.29
382.12	314.22	0.47	0.27	-0.28	25.00	0.00	87.98	1.41	-0.37
191.29	315.93	0.36	-0.29	-0.34	25.00	0.00	70.57	1.12	-0.12
280.70	316.35	0.45	-0.55	0.03	25.00	0.00	115.89	1.37	-0.34
587.59	315.49	0.50	0.41	0.01	25.00	0.00	1264.81	19.86	-3.24
960.24	316.30	0.44	-0.04	-0.07	25.00	0.00	638.10	10.72	-2.58
497.21	316.39	0.44	0.50	0.35	25.00	0.00	69.77	1.26	-0.25
731.97	316.96	0.40	0.37	0.17	25.00	0.00	108.15	2.03	-0.77
905.14	317.34	0.47	0.24	0.12	25.00	0.00	164.37	2.61	-1.04
604.38	318.25	0.41	0.11	-0.07	25.00	0.00	672.78	11.24	-2.63
663.65	318.17	0.50	0.11	0.25	25.00	0.00	164.04	2.17	-0.84
172.24	318.45	0.44	0.35	0.03	25.00	0.00	170.36	2.01	-0.76
843.01	318.82	0.45	-0.26	-0.10	25.00	0.00	116.42	1.99	-0.75
297.31	319.74	0.48	0.20	-0.14	25.00	0.00	536.62	7.61	-2.20
409.98	319.38	0.43	-0.01	0.07	25.00	0.00	6100.58	84.75	-4.82
872.90	319.94	0.46	-0.05	-0.20	25.00	0.00	85.96	1.54	-0.47
435.85	321.04	0.31	-0.46	-0.57	25.00	0.00	123.41	1.89	-0.69
530.81	320.60	0.48	0.21	0.04	25.00	0.00	1561.75	25.36	-3.51
673.11	321.07	0.39	-0.09	0.13	25.00	0.00	237.75	3.98	-1.50
711.34	320.74	0.48	-0.35	-0.13	25.00	0.00	97.96	1.59	-0.51
663.90	321.15	0.46	-0.05	0.19	25.00	0.00	142.64	2.33	-0.92
747.40	322.11	0.40	-0.41	-0.17	25.00	0.00	164.25	2.65	-1.06
988.84	321.56	0.41	0.44	-0.18	25.00	0.00	86.76	1.57	-0.49
124.10	322.55	0.45	0.10	0.02	25.00	0.00	116.17	1.41	-0.37
229.33	323.13	0.47	-0.08	-0.26	25.00	0.00	360.54	5.08	-1.76
471.25	323.50	0.36	0.38	0.44	25.00	0.00	95.88	1.58	-0.50
607.07	323.12	0.45	0.01	-0.03	25.00	0.00	1105.46	18.90	-3.19
112.03	324.11	0.43	-0.06	-0.27	25.00	0.00	1884.64	27.79	-3.61
331.15	324.10	0.38	0.28	-0.13	25.00	0.00	160.41	2.22	-0.86
829.31	323.76	0.42	-0.68	-0.06	25.00	0.00	148.96	2.65	-1.06
152.17	325.25	0.48	-0.30	-0.58	25.00	0.00	94.23	1.24	-0.24
276.33	324.92	0.48	0.10	-0.27	25.00	0.00	332.77	4.58	-1.65
352.98	324.82	0.53	0.19	0.00	25.00	0.00	152.45	1.72	-0.59
685.04	324.77	0.42	0.15	-0.08	25.00	0.00	101.66	1.69	-0.57
754.95	324.67	0.49	0.17	0.03	25.00	0.00	4805.64	80.17	-4.76
779.77	324.75	0.46	0.13	-0.37	25.00	0.00	83.86	1.65	-0.55
786.11	325.07	0.51	0.17	-0.00	25.00	0.00	125.37	2.15	-0.83
865.23	325.18	0.42	0.62	0.05	25.00	0.00	169.19	2.37	-0.94
773.32	325.58	0.45	0.36	0.08	25.00	0.00	529.17	8.51	-2.32
893.30	326.65	0.44	-0.07	-0.13	25.00	0.00	138.20	2.01	-0.76
25.82	328.03	0.38	0.10	-0.04	25.00	0.00	314.93	4.28	-1.58
177.04	328.45	0.41	-0.23	-0.11	25.00	0.00	2233.72	31.35	-3.74
315.83	328.28	0.42	0.15	-0.03	25.00	0.00	855.95	13.25	-2.81
597.96	327.56	0.42	-0.37	0.32	25.00	0.00	70.32	1.19	-0.19
546.52	328.36	0.49	-0.27	-0.12	25.00	0.00	99.91	1.38	-0.35
572.28	329.07	0.38	-0.01	-0.07	25.00	0.00	486.72	7.87	-2.24
823.93	329.09	0.48	-0.24	0.03	25.00	0.00	112.65	1.96	-0.73
609.57	330.45	0.46	-0.32	0.04	25.00	0.00	105.75	1.85	-0.67
624.53	330.44	0.46	0.12	0.15	25.00	0.00	81.10	1.60	-0.51
771.01	330.36	0.44	0.15	0.06	25.00	0.00	2585.81	45.22	-4.14
876.03	330.31	0.41	0.18	0.21	25.00	0.00	120.73	2.03	-0.77
1002.89	330.03	0.44	-0.18	-0.17	25.00	0.00	38751.61	642.00	-7.02
521.35	332.20	0.41	0.22	-0.12	25.00	0.00	347.98	6.04	-1.95
250.64	332.52	0.43	0.64	0.19	25.00	0.00	94.39	1.23	-0.23
355.81	332.38	0.47	0.14	0.05	25.00	0.00	794.12	11.50	-2.65
479.76	333.78	0.42	0.33	0.02	25.00	0.00	76.06	1.22	-0.21
505.30	333.21	0.39	0.25	-0.09	25.00	0.00	712.70	12.23	-2.72
748.84	333.33	0.40	0.04	0.39	25.00	0.00	74.24	1.57	-0.49
759.20	333.25	0.42	0.13	-0.06	25.00	0.00	690.37	11.91	-2.69
654.16	333.77	0.45	-0.51	-0.09	25.00	0.00	65.48	1.18	-0.18
728.45	335.42	0.39	-0.78	0.62	25.00	0.00	71.08	1.27	-0.26
801.77	334.44	0.50	-0.19	0.03	25.00	0.00	85.24	1.38	-0.35
141.56	335.49	0.39	0.45	0.22	25.00	0.00	160.09	2.28	-0.90
420.60	334.84	0.49	0.19	-0.13	25.00	0.00	16685.38	263.35	-6.05
488.30	335.64	0.43	-0.48	0.01	25.00	0.00	98.81	1.70	-0.58
631.80	335.77	0.50	0.26	-0.35	25.00	0.00	77.69	1.21	-0.21
696.31	335.64	0.41	-0.17	0.01	25.00	0.00	852.44	12.80	-2.77
727.97	335.54	0.41	-0.64	0.73	25.00	0.00	86.80	1.13	-0.13
217.45	337.43	0.37	0.22	0.35	25.00	0.00	119.20	1.49	-0.43
301.27	336.50	0.46	0.30	-0.16	25.00	0.00	680.65	9.66	-2.46
568.46	337.27	0.40	0.37	-0.10	25.00	0.00	6446.69	110.54	-5.11
142.50	339.07	0.35	0.13	-0.05	25.00	0.00	85.77	1.13	-0.14
471.11	339.47	0.36	0.10	0.19	25.00	0.00	164.78	2.51	-1.00
627.81	340.01	0.48	0.01	-0.10	25.00	0.00	46.97	1.08	-0.08
795.13	339.88	0.41	-0.19	0.05	25.00	0.00	123.40	2.23	-0.87
544.80	341.85	0.33	0.20	-0.30	25.00	0.00	52.31	1.12	-0.12
604.11	342.14	0.43	-0.40	-0.03	25.00	0.00	98.62	1.75	-0.61
690.36	341.49	0.48	-0.39	0.07	25.00	0.00	136.61	2.07	-0.79
698.38	341.64	0.34	-0.04	-0.24	25.00	0.00	65.83	1.21	-0.21
764.79	342.26	0.41	-0.31	-0.04	25.00	0.00	84.23	1.73	-0.60
905.11	342.17	0.46	-0.11	-0.14	25.00	0.00	522.13	9.11	-2.40
474.81	343.06	0.54	-0.37	-0.87	25.00	0.00	131.00	1.57	-0.49
644.34	342.72	0.47	-0.14	-0.09	25.00	0.00	4408.11	73.90	-4.67
942.50	343.27	0.42	0.15	-0.12	25.00	0.00	1610.62	26.13	-3.54
372.25	343.59	0.41	0.45	-0.31	25.00	0.00	196.27	2.93	-1.17
549.07	344.26	0.45	0.23	0.05	25.00	0.00	77.83	1.31	-0.30
486.80	344.68	0.50	0.10	0.02	25.00	0.00	322.29	5.10	-1.77
667.57	344.64	0.51	0.33	-0.07	25.00	0.00	2610.17	42.05	-4.06
738.12	344.94	0.49	-0.63	0.01	25.00	0.00	87.85	1.50	-0.44
241.21	345.74	0.46	0.02	-0.25	25.00	0.00	587.47	8.56	-2.33
928.49	346.52	0.42	0.05	-0.05	25.00	0.00	387.39	6.68	-2.06
230.82	347.34	0.41	0.17	-0.03	25.00	0.00	48568.38	714.08	-7.13
785.89	347.30	0.46	-0.08	0.08	25.00	0.00	614.82	10.59	-2.56
426.24	347.62	0.53	-0.05	-0.29	25.00	0.00	163.87	2.01	-0.76
430.17	348.52	0.45	-0.28	-0.18	25.00	0.00	179.58	2.75	-1.10
495.31	348.45	0.43	-0.33	-0.06	25.00	0.00	492.93	8.00	-2.26
702.08	348.31	0.36	-0.17	0.05	25.00	0.00	418.08	7.17	-2.14
820.95	348.55	0.43	0.02	0.15	25.00	0.00	333.80	5.79	-1.91
601.89	349.10	0.45	0.08	0.33	25.00	0.00	72.00	1.17	-0.17
769.33	350.60	0.31	-0.00	0.06	25.00	0.00	47.07	1.08	-0.08
930.55	349.69	0.46	0.00	-0.21	25.00	0.00	490.83	7.83	-2.23
145.28	350.91	0.45	-0.10	0.01	25.00	0.00	142.98	2.01	-0.76
265.56	351.63	0.47	0.17	-0.16	25.00	0.00	7899.75	116.55	-5.17
458.47	351.76	0.31	-0.24	-0.72	25.00	0.00	45.81	1.00	-0.00
1015.23	352.20	0.40	0.33	-0.24	25.00	0.00	59.03	1.09	-0.09
343.38	353.62	0.37	-0.05	0.13	25.00	0.00	88.51	1.05	-0.06
543.09	353.24	0.42	0.34	0.14	25.00	0.00	133.65	2.28	-0.89
703.01	352.53	0.51	-0.41	0.07	25.00	0.00	262.76	4.13	-1.54
874.87	353.22	0.43	-0.38	-0.19	25.00	0.00	144.80	2.52	-1.00
923.33	352.30	0.50	0.39	-0.19	25.00	0.00	81.91	1.43	-0.39
48.88	353.43	0.47	0.20	-0.38	25.00	0.00	143.38	2.00	-0.75
63.26	354.14	0.40	-0.07	-0.22	25.00	0.00	252.36	3.61	-1.39
364.19	354.60	0.40	-0.67	-0.35	25.00	0.00	109.18	1.05	-0.05
412.90	353.94	0.45	0.21	-0.16	25.00	0.00	256.61	4.03	-1.51
474.60	354.11	0.47	0.04	-0.07	25.00	0.00	205.24	3.00	-1.19
682.40	354.24	0.49	-0.38	-0.30	25.00	0.00	84.20	1.43	-0.38
774.49	353.51	0.47	-0.70	-0.09	25.00	0.00	342.60	5.56	-1.86
831.72	353.99	0.44	-0.27	-0.22	25.00	0.00	229.31	4.01	-1.51
506.48	355.46	0.43	-0.08	0.00	25.00	0.00	168.44	2.52	-1.00
569.90	354.97	0.47	-0.36	-0.10	25.00	0.00	92.45	1.51	-0.45
