xcentroid	ycentroid	sharpness	roundness1	roundness2	npix	sky	peak	flux	mag
730.15	741.49	0.42	0.13	0.12	25.00	0.00	1741.41	25.62	-3.52
316.23	742.64	0.42	0.13	-0.05	25.00	0.00	1303.98	17.73	-3.12
681.44	743.60	0.40	-0.31	0.08	25.00	0.00	126.18	2.10	-0.81
748.55	744.07	0.46	0.44	0.33	25.00	0.00	105.68	1.54	-0.47
130.45	744.09	0.42	0.11	-0.21	25.00	0.00	122.82	1.85	-0.67
442.38	744.69	0.48	-0.16	-0.40	25.00	0.00	94.91	1.13	-0.13
604.34	745.17	0.50	-0.76	0.14	25.00	0.00	72.78	1.38	-0.35
716.57	744.53	0.43	0.42	0.13	25.00	0.00	3447.86	53.86	-4.33
39.88	746.17	0.51	-0.23	0.00	25.00	0.00	65.22	1.04	-0.04
94.54	746.29	0.45	-0.00	0.12	25.00	0.00	135.29	1.76	-0.61
298.93	746.79	0.45	-0.37	-0.06	25.00	0.00	117.97	1.29	-0.27
747.21	747.34	0.46	0.17	0.34	25.00	0.00	172.65	2.28	-0.89
791.16	746.64	0.42	0.17	0.19	25.00	0.00	664.12	10.02	-2.50
923.70	746.92	0.42	0.13	-0.06	25.00	0.00	322.08	5.08	-1.76
962.51	747.08	0.44	-0.99	-0.31	25.00	0.00	48.57	1.11	-0.11
244.58	748.15	0.46	-0.28	-0.10	25.00	0.00	831.72	11.85	-2.68
337.66	747.89	0.33	0.35	-0.36	25.00	0.00	142.70	1.78	-0.63
481.57	747.69	0.39	-0.20	-0.05	25.00	0.00	140.35	2.19	-0.85
969.70	747.61	0.44	0.19	0.26	25.00	0.00	140.02	1.76	-0.62
47.58	749.20	0.45	-0.59	0.47	25.00	0.00	58.19	1.02	-0.02
154.41	749.38	0.43	-0.12	-0.15	25.00	0.00	298.15	4.16	-1.55
263.86	749.27	0.43	-0.39	-0.31	25.00	0.00	168.15	2.25	-0.88
364.24	748.94	0.40	-0.06	-0.16	25.00	0.00	180.05	2.50	-0.99
595.76	749.37	0.46	-0.14	0.12	25.00	0.00	2768.61	43.63	-4.10
771.85	749.31	0.43	0.37	-0.10	25.00	0.00	75.06	1.36	-0.33
649.52	749.73	0.40	0.17	0.03	25.00	0.00	469.79	6.86	-2.09
671.25	750.20	0.47	-0.25	-0.22	25.00	0.00	92.24	1.29	-0.28
693.37	749.91	0.40	0.23	0.01	25.00	0.00	85.62	1.33	-0.31
911.23	750.63	0.46	0.49	0.23	25.00	0.00	81.11	1.36	-0.33
179.68	751.12	0.48	-0.58	0.10	25.00	0.00	94.21	1.29	-0.28
399.77	751.11	0.45	-0.50	0.25	25.00	0.00	78.84	1.24	-0.23
654.64	750.81	0.45	-0.20	0.02	25.00	0.00	249.00	3.87	-1.47
315.10	751.23	0.34	-0.53	0.33	25.00	0.00	252.42	3.05	-1.21
510.22	752.35	0.42	-0.36	-0.06	25.00	0.00	150.09	2.16	-0.84
85.87	753.46	0.29	0.72	0.15	25.00	0.00	54.89	1.06	-0.07
462.66	753.30	0.46	-0.49	-0.01	25.00	0.00	291.69	4.39	-1.61
945.19	752.36	0.48	0.43	0.25	25.00	0.00	72.95	1.18	-0.18
172.09	753.97	0.41	0.11	-0.37	25.00	0.00	126.37	1.83	-0.66
309.07	754.30	0.42	0.22	-0.23	25.00	0.00	125.47	1.69	-0.57
573.31	754.20	0.46	-0.58	-0.38	25.00	0.00	86.87	1.32	-0.30
113.85	754.88	0.35	-0.20	-0.14	25.00	0.00	298.68	3.94	-1.49
540.73	755.05	0.44	-0.13	0.07	25.00	0.00	464.12	7.36	-2.17
831.38	754.99	0.33	0.47	0.24	25.00	0.00	70.44	1.13	-0.14
1008.78	755.18	0.41	0.08	-0.10	25.00	0.00	92.65	1.44	-0.40
226.08	757.21	0.46	-0.27	-0.30	25.00	0.00	117.90	1.71	-0.58
338.43	757.47	0.49	-0.21	0.09	25.00	0.00	333.38	4.32	-1.59
696.20	757.01	0.37	-0.68	-0.19	25.00	0.00	62.67	1.10	-0.10
481.54	757.92	0.44	-0.46	-0.09	25.00	0.00	225.12	3.09	-1.23
407.29	758.86	0.39	-0.51	-0.09	25.00	0.00	241.48	3.56	-1.38
476.12	758.68	0.39	-0.56	-0.35	25.00	0.00	108.28	1.31	-0.30
767.31	758.95	0.43	0.29	0.31	25.00	0.00	90.86	1.26	-0.26
898.31	758.98	0.31	0.18	-0.35	25.00	0.00	63.20	1.13	-0.13
122.86	759.92	0.43	0.04	-0.30	25.00	0.00	77.29	1.24	-0.23
421.18	759.46	0.29	-0.16	0.30	25.00	0.00	100.73	1.31	-0.29
627.20	759.62	0.35	-0.14	0.25	25.00	0.00	314.05	4.32	-1.59
1016.91	760.33	0.51	0.10	-0.72	25.00	0.00	365.98	4.28	-1.58
490.90	760.77	0.39	0.01	-0.05	25.00	0.00	83.08	1.18	-0.18
864.99	761.03	0.39	-0.05	0.19	25.00	0.00	110.06	1.85	-0.67
907.81	760.90	0.37	0.36	0.02	25.00	0.00	268.13	4.01	-1.51
931.42	761.00	0.49	0.01	0.08	25.00	0.00	110.45	1.62	-0.53
944.89	760.97	0.48	0.37	-0.02	25.00	0.00	142.52	2.10	-0.81
268.07	762.08	0.52	-0.94	-0.42	25.00	0.00	86.46	1.05	-0.05
696.49	763.12	0.46	-0.12	0.33	25.00	0.00	108.50	1.90	-0.70
815.81	761.82	0.47	0.30	0.30	25.00	0.00	77.42	1.37	-0.34
91.49	763.24	0.45	-0.18	-0.13	25.00	0.00	377.05	4.84	-1.71
527.13	763.43	0.28	0.63	0.15	25.00	0.00	58.04	1.06	-0.06
742.18	762.71	0.41	-0.04	0.09	25.00	0.00	1196.14	19.43	-3.22
185.22	764.51	0.46	-0.45	-0.16	25.00	0.00	342.71	4.55	-1.65
507.98	764.44	0.46	-0.08	0.05	25.00	0.00	514.79	7.86	-2.24
897.91	764.68	0.42	-0.14	0.00	25.00	0.00	143.31	2.26	-0.88
663.48	766.09	0.44	0.67	-0.27	25.00	0.00	85.92	1.29	-0.28
866.40	766.67	0.45	0.50	0.18	25.00	0.00	419.14	6.45	-2.02
877.44	766.39	0.41	-0.05	0.12	25.00	0.00	115.31	2.06	-0.78
232.48	767.75	0.39	-0.33	-0.25	25.00	0.00	83.16	1.25	-0.24
270.08	767.49	0.45	-0.49	-0.23	25.00	0.00	380.95	5.02	-1.75
426.77	768.32	0.35	-0.36	-0.52	25.00	0.00	74.34	1.18	-0.18
596.41	767.99	0.39	-0.04	0.02	25.00	0.00	274.39	3.68	-1.42
6.61	768.67	0.37	-0.02	0.33	25.00	0.00	73.07	1.25	-0.24
147.17	768.60	0.27	-0.49	-0.15	25.00	0.00	50.66	1.07	-0.07
350.39	769.33	0.45	-0.32	-0.17	25.00	0.00	258.06	3.50	-1.36
487.27	768.73	0.39	-0.35	-0.30	25.00	0.00	88.04	1.30	-0.29
674.65	769.23	0.41	0.14	0.17	25.00	0.00	181.32	3.08	-1.22
950.12	769.24	0.58	0.21	0.07	25.00	0.00	62.03	1.02	-0.02
689.71	769.72	0.43	0.26	0.14	25.00	0.00	4825.47	76.38	-4.71
787.93	769.93	0.42	-0.21	0.33	25.00	0.00	62.25	1.06	-0.06
825.16	770.40	0.40	-0.39	-0.39	25.00	0.00	242.69	3.26	-1.28
508.33	771.12	0.43	-0.33	-0.06	25.00	0.00	100.73	1.54	-0.47
412.24	771.66	0.41	0.11	-0.03	25.00	0.00	2482.01	36.15	-3.90
808.75	771.92	0.41	0.05	0.00	25.00	0.00	101.19	1.85	-0.67
551.15	773.16	0.40	0.00	0.07	25.00	0.00	182.02	2.83	-1.13
951.04	773.21	0.43	0.03	-0.23	25.00	0.00	78.71	1.30	-0.28
405.44	774.13	0.36	0.20	-0.34	25.00	0.00	107.99	1.51	-0.45
749.19	774.15	0.39	-0.94	-0.27	25.00	0.00	60.62	1.05	-0.05
82.92	774.70	0.38	-0.01	-0.24	25.00	0.00	19467.40	272.89	-6.09
625.04	774.74	0.35	0.01	0.10	25.00	0.00	176.13	2.87	-1.14
703.26	775.18	0.50	-0.01	-0.07	25.00	0.00	121.74	1.87	-0.68
335.87	776.37	0.46	-0.36	-0.05	25.00	0.00	117.65	1.71	-0.59
713.86	776.08	0.42	0.30	0.11	25.00	0.00	164.67	2.83	-1.13
184.17	778.23	0.48	-0.16	-0.16	25.00	0.00	211.43	2.79	-1.11
273.16	777.70	0.40	0.03	-0.14	25.00	0.00	699.00	10.05	-2.50
463.60	778.80	0.48	-0.09	0.14	25.00	0.00	306.43	3.98	-1.50
590.03	777.88	0.40	-0.19	0.24	25.00	0.00	196.19	3.02	-1.20
601.39	778.81	0.41	0.22	0.05	25.00	0.00	335.36	4.81	-1.70
760.14	778.26	0.38	-0.47	-0.22	25.00	0.00	127.81	2.20	-0.85
882.07	778.40	0.44	0.32	0.12	25.00	0.00	308.98	4.66	-1.67
99.77	779.25	0.40	0.12	-0.02	25.00	0.00	94.44	1.59	-0.51
477.08	779.16	0.42	-0.52	0.13	25.00	0.00	120.37	1.90	-0.70
945.84	778.62	0.35	0.54	0.01	25.00	0.00	198.91	3.03	-1.20
87.57	781.35	0.49	-0.96	-0.44	25.00	0.00	134.03	1.44	-0.40
119.51	780.47	0.36	-0.22	-0.08	25.00	0.00	115.42	1.50	-0.44
324.99	780.75	0.39	0.16	0.18	25.00	0.00	112.85	1.54	-0.47
421.94	780.54	0.37	0.04	0.23	25.00	0.00	248.66	3.58	-1.38
540.72	781.04	0.44	0.17	0.13	25.00	0.00	132.24	1.71	-0.58
780.42	781.54	0.40	-0.06	-0.46	25.00	0.00	50.00	1.07	-0.08
142.69	781.83	0.38	-0.18	-0.37	25.00	0.00	244.12	3.54	-1.37
158.41	782.66	0.48	-0.31	-0.08	25.00	0.00	334.54	4.25	-1.57
506.25	781.86	0.36	-0.46	-0.07	25.00	0.00	312.09	5.00	-1.75
548.12	784.01	0.46	0.15	0.33	25.00	0.00	156.50	2.43	-0.96
853.25	783.24	0.41	-0.18	-0.02	25.00	0.00	119.93	1.99	-0.75
394.11	784.65	0.43	-0.17	-0.13	25.00	0.00	120.08	1.70	-0.58
406.25	784.01	0.45	0.27	0.04	25.00	0.00	95.29	1.28	-0.27
491.85	783.86	0.40	0.14	0.14	25.00	0.00	140.52	2.00	-0.75
239.50	785.34	0.47	-0.36	-0.12	25.00	0.00	1363.50	19.18	-3.21
135.02	785.53	0.31	-0.62	-0.02	25.00	0.00	140.66	2.04	-0.77
398.58	786.16	0.50	-0.17	0.19	25.00	0.00	72.66	1.04	-0.04
455.73	785.90	0.44	-0.45	-0.35	25.00	0.00	99.88	1.35	-0.32
94.76	787.40	0.43	-0.53	-0.18	25.00	0.00	124.98	1.60	-0.51
175.56	787.42	0.51	-0.06	-0.01	25.00	0.00	314.12	4.01	-1.51
302.37	788.34	0.35	-0.64	-0.06	25.00	0.00	105.08	1.66	-0.55
501.46	788.24	0.53	-0.27	-0.14	25.00	0.00	78.01	1.23	-0.23
573.11	788.13	0.44	-0.02	0.14	25.00	0.00	297.57	4.49	-1.63
545.74	789.55	0.47	-0.13	0.21	25.00	0.00	527.93	7.68	-2.21
800.61	788.76	0.35	-0.24	-0.02	25.00	0.00	127.97	2.06	-0.79
922.99	788.49	0.45	-0.26	0.20	25.00	0.00	132.19	1.80	-0.64
214.61	790.38	0.44	-0.00	-0.20	25.00	0.00	339.18	4.50	-1.63
269.10	790.51	0.38	0.01	0.04	25.00	0.00	148.89	2.23	-0.87
394.15	790.40	0.45	-0.43	-0.02	25.00	0.00	193.45	2.71	-1.08
611.89	790.41	0.45	-0.10	0.25	25.00	0.00	201.37	2.76	-1.10
915.29	789.78	0.43	0.65	0.21	25.00	0.00	74.94	1.17	-0.17
929.69	790.09	0.41	0.16	-0.03	25.00	0.00	726.49	11.59	-2.66
978.37	790.58	0.44	0.44	-0.08	25.00	0.00	95.64	1.55	-0.48
137.85	791.19	0.46	-0.46	-0.12	25.00	0.00	151.00	1.94	-0.72
360.85	791.30	0.41	-0.46	0.01	25.00	0.00	69.93	1.07	-0.08
605.50	791.32	0.41	0.01	-0.03	25.00	0.00	145.32	1.99	-0.75
480.31	791.50	0.33	0.11	0.47	25.00	0.00	64.98	1.27	-0.26
569.96	791.40	0.42	-0.24	0.17	25.00	0.00	164.05	2.52	-1.00
867.68	792.14	0.40	0.37	0.01	25.00	0.00	122.56	1.95	-0.72
889.89	793.55	0.40	-0.14	0.00	25.00	0.00	107.58	1.64	-0.54
972.69	793.37	0.44	0.44	-0.08	25.00	0.00	100.67	1.57	-0.49
350.47	794.37	0.47	-0.40	-0.04	25.00	0.00	729.23	10.21	-2.52
492.62	794.18	0.43	0.07	0.21	25.00	0.00	240.46	3.35	-1.31
745.15	795.00	0.40	0.23	-0.01	25.00	0.00	85.22	1.51	-0.45
700.37	795.40	0.41	0.61	0.14	25.00	0.00	86.37	1.45	-0.41
785.53	795.89	0.45	-0.64	0.02	25.00	0.00	61.44	1.22	-0.22
929.44	796.13	0.43	0.26	-0.03	25.00	0.00	808.40	12.45	-2.74
52.05	797.02	0.45	-0.35	-0.17	25.00	0.00	355.25	4.96	-1.74
90.05	797.10	0.40	0.04	0.01	25.00	0.00	173.72	2.29	-0.90
384.19	797.10	0.41	-0.66	-0.25	25.00	0.00	188.31	2.50	-1.00
500.76	796.85	0.33	-0.33	-0.25	25.00	0.00	57.15	1.08	-0.08
514.96	797.84	0.28	-0.09	0.26	25.00	0.00	49.33	1.06	-0.06
715.27	796.94	0.39	-0.14	0.00	25.00	0.00	236.14	3.83	-1.46
909.28	796.82	0.38	-0.10	0.09	25.00	0.00	467.83	6.79	-2.08
134.03	797.78	0.36	0.05	-0.14	25.00	0.00	260.76	3.52	-1.37
155.66	798.16	0.46	-0.56	-0.11	25.00	0.00	83.47	1.27	-0.26
226.97	798.05	0.47	-0.35	-0.12	25.00	0.00	71.17	1.17	-0.17
420.32	797.42	0.46	-0.04	0.16	25.00	0.00	76.13	1.18	-0.18
750.35	798.21	0.44	-0.67	-0.30	25.00	0.00	56.61	1.05	-0.06
805.98	798.45	0.42	0.30	0.33	25.00	0.00	52.98	1.07	-0.07
899.44	797.57	0.37	-0.02	0.10	25.00	0.00	378.08	6.05	-1.95
1000.75	798.34	0.52	0.00	0.10	25.00	0.00	69.31	1.10	-0.11
833.23	799.38	0.43	0.19	0.11	25.00	0.00	708.12	10.69	-2.57
674.27	800.64	0.43	0.40	0.18	25.00	0.00	4963.26	75.56	-4.70
851.34	799.99	0.52	0.25	0.11	25.00	0.00	93.87	1.30	-0.29
373.85	801.83	0.41	-0.09	0.23	25.00	0.00	94.63	1.49	-0.44
802.54	801.87	0.46	0.18	0.39	25.00	0.00	76.39	1.15	-0.15
320.71	803.52	0.42	0.19	-0.04	25.00	0.00	118.60	1.84	-0.66
556.78	803.01	0.36	-0.69	0.02	25.00	0.00	66.59	1.08	-0.08
867.15	803.26	0.55	0.78	0.12	25.00	0.00	93.07	1.58	-0.50
297.00	803.73	0.34	-0.33	0.40	25.00	0.00	109.83	1.61	-0.52
563.47	803.98	0.39	0.26	-0.08	25.00	0.00	192.92	2.88	-1.15
154.19	805.85	0.39	-0.32	-0.54	25.00	0.00	112.30	1.39	-0.35
76.78	806.17	0.43	-0.10	-0.60	25.00	0.00	133.86	1.23	-0.23
157.79	806.30	0.44	-0.04	-0.15	25.00	0.00	182.08	2.60	-1.04
230.61	806.33	0.40	-0.19	-0.02	25.00	0.00	159.61	2.40	-0.95
284.09	806.36	0.42	-0.12	-0.07	25.00	0.00	1379.83	18.12	-3.15
801.55	806.01	0.37	-0.29	-0.08	25.00	0.00	115.13	1.92	-0.71
886.37	806.69	0.44	0.76	0.05	25.00	0.00	120.66	1.87	-0.68
123.35	807.04	0.43	-0.18	-0.11	25.00	0.00	255.94	3.48	-1.35
589.77	807.68	0.36	-0.68	0.27	25.00	0.00	62.54	1.28	-0.26
778.67	808.31	0.48	-0.15	0.12	25.00	0.00	145.62	2.12	-0.81
911.34	808.59	0.42	0.62	-0.12	25.00	0.00	62.46	1.16	-0.16
673.44	809.33	0.41	0.24	0.16	25.00	0.00	264.60	4.06	-1.52
766.86	809.06	0.39	0.27	0.07	25.00	0.00	100.89	1.63	-0.53
68.33	810.52	0.40	-0.33	0.11	25.00	0.00	159.31	1.92	-0.71
432.38	809.71	0.42	0.05	0.01	25.00	0.00	3326.78	48.57	-4.22
542.88	810.00	0.46	-0.28	-0.02	25.00	0.00	169.78	2.38	-0.94
273.05	811.79	0.40	0.00	0.03	25.00	0.00	431.78	5.46	-1.84
112.54	812.45	0.46	-0.23	-0.13	25.00	0.00	1015.03	13.36	-2.81
160.67	812.69	0.50	-0.37	-0.33	25.00	0.00	138.61	1.60	-0.51
609.57	812.91	0.41	-0.51	0.07	25.00	0.00	73.34	1.16	-0.16
862.37	812.07	0.45	0.58	-0.18	25.00	0.00	74.96	1.05	-0.06
198.63	812.77	0.37	-0.33	-0.57	25.00	0.00	71.96	1.19	-0.19
66.66	813.25	0.41	-0.31	0.33	25.00	0.00	241.45	2.97	-1.18
932.45	814.26	0.40	-0.24	-0.00	25.00	0.00	80.45	1.28	-0.27
32.03	814.70	0.35	-0.05	0.18	25.00	0.00	104.31	1.40	-0.37
118.72	814.90	0.38	-0.21	0.06	25.00	0.00	368.54	4.96	-1.74
135.44	815.45	0.39	-0.36	-0.24	25.00	0.00	121.89	1.67	-0.55
308.62	814.61	0.42	-0.10	0.10	25.00	0.00	200.09	2.75	-1.10
480.52	816.93	0.43	-0.31	0.22	25.00	0.00	153.40	2.14	-0.83
818.75	816.36	0.44	0.17	0.02	25.00	0.00	119.81	1.90	-0.70
946.44	816.25	0.43	0.10	-0.17	25.00	0.00	975.72	13.49	-2.83
247.90	816.74	0.32	0.04	0.12	25.00	0.00	64.96	1.18	-0.18
378.90	816.73	0.33	-0.45	0.71	25.00	0.00	68.16	1.31	-0.29
537.93	816.73	0.37	-0.42	-0.02	25.00	0.00	152.88	2.50	-1.00
558.26	817.19	0.42	-0.45	-0.06	25.00	0.00	152.55	2.04	-0.78
734.35	816.67	0.29	0.48	0.56	25.00	0.00	62.86	1.05	-0.05
797.65	816.80	0.38	0.45	0.09	25.00	0.00	398.84	6.33	-2.00
356.64	818.30	0.37	-0.48	-0.33	25.00	0.00	65.81	1.05	-0.06
634.44	818.62	0.43	-0.68	0.27	25.00	0.00	171.80	2.39	-0.95
681.04	817.63	0.41	0.06	0.18	25.00	0.00	129.18	1.95	-0.72
102.55	819.27	0.43	-0.39	-0.09	25.00	0.00	145.59	2.01	-0.76
417.26	819.09	0.34	-0.59	-0.23	25.00	0.00	91.66	1.37	-0.34
546.41	819.57	0.47	-0.42	-0.07	25.00	0.00	96.73	1.54	-0.47
556.97	817.88	0.46	-0.96	0.25	25.00	0.00	138.93	1.61	-0.52
579.89	819.40	0.46	-0.06	0.12	25.00	0.00	38860.49	596.67	-6.94
224.18	819.90	0.55	0.33	0.07	25.00	0.00	105.77	1.18	-0.18
651.81	820.57	0.43	-0.03	0.06	25.00	0.00	176.65	2.48	-0.98
877.08	819.71	0.39	-0.01	0.06	25.00	0.00	111.35	1.77	-0.62
183.87	821.38	0.44	-0.40	-0.30	25.00	0.00	264.17	3.65	-1.41
53.31	821.76	0.39	-0.03	-0.03	25.00	0.00	2191.62	30.86	-3.72
363.20	821.35	0.48	-0.35	-0.16	25.00	0.00	112.76	1.46	-0.41
396.96	821.94	0.36	-0.04	0.00	25.00	0.00	160.82	2.23	-0.87
470.50	821.53	0.48	0.46	0.29	25.00	0.00	72.29	1.06	-0.07
481.20	822.11	0.42	-0.40	0.03	25.00	0.00	437.41	5.96	-1.94
43.18	823.10	0.46	-0.41	-0.32	25.00	0.00	214.94	2.94	-1.17
506.57	824.00	0.44	0.41	-0.04	25.00	0.00	293.51	3.83	-1.46
760.71	824.32	0.42	0.08	0.11	25.00	0.00	399.92	6.40	-2.02
267.07	825.02	0.39	-0.53	-0.28	25.00	0.00	130.26	1.48	-0.43
438.56	825.44	0.46	-0.38	-0.00	25.00	0.00	3025.70	43.97	-4.11
510.76	825.51	0.52	-0.32	-0.02	25.00	0.00	191.45	2.44	-0.97
87.62	825.83	0.46	-0.09	-0.07	25.00	0.00	138.55	1.86	-0.67
627.91	825.90	0.42	-0.11	-0.08	25.00	0.00	182.48	2.70	-1.08
198.96	827.15	0.48	-0.52	-0.24	25.00	0.00	137.44	1.76	-0.61
606.35	827.36	0.45	-0.48	-0.01	25.00	0.00	137.78	2.19	-0.85
860.07	826.81	0.41	0.28	0.12	25.00	0.00	1432.31	22.78	-3.39
275.23	828.42	0.40	-0.10	-0.15	25.00	0.00	340.17	4.80	-1.70
430.24	828.80	0.45	-0.12	0.34	25.00	0.00	160.11	1.93	-0.71
585.55	829.42	0.45	-0.26	0.10	25.00	0.00	955.72	14.47	-2.90
809.18	829.17	0.37	0.72	0.44	25.00	0.00	64.88	1.06	-0.06
878.52	828.83	0.39	0.32	0.04	25.00	0.00	854.88	13.24	-2.80
501.40	830.36	0.40	-0.16	0.10	25.00	0.00	299.39	3.91	-1.48
605.02	829.74	0.44	-0.98	0.07	25.00	0.00	81.41	1.13	-0.14
124.07	831.23	0.47	-0.47	-0.22	25.00	0.00	113.03	1.71	-0.58
987.02	831.25	0.41	0.24	0.06	25.00	0.00	2214.57	33.69	-3.82
473.16	832.16	0.42	-0.22	0.01	25.00	0.00	710.77	9.78	-2.48
516.82	832.02	0.39	-0.25	0.03	25.00	0.00	135.17	2.14	-0.83
717.98	832.03	0.56	0.70	0.30	25.00	0.00	78.45	1.18	-0.18
769.59	831.88	0.42	0.36	0.08	25.00	0.00	1958.24	29.92	-3.69
199.75	833.08	0.50	-0.33	0.05	25.00	0.00	132.78	1.70	-0.58
706.09	833.92	0.41	0.39	0.39	25.00	0.00	87.22	1.53	-0.46
881.57	832.04	0.39	-0.06	0.31	25.00	0.00	86.42	1.34	-0.32
596.39	835.84	0.47	-0.73	0.19	25.00	0.00	68.53	1.13	-0.13
997.85	834.49	0.47	0.91	0.29	25.00	0.00	151.92	1.92	-0.71
315.20	836.66	0.50	-0.39	-0.17	25.00	0.00	172.32	2.09	-0.80
827.12	835.73	0.40	0.27	0.20	25.00	0.00	318.93	5.14	-1.78
937.15	836.35	0.51	-0.93	-0.21	25.00	0.00	77.30	1.23	-0.23
970.33	836.16	0.35	0.23	-0.02	25.00	0.00	76.42	1.29	-0.28
165.71	837.08	0.43	-0.13	-0.05	25.00	0.00	1215.60	16.68	-3.06
329.68	837.81	0.41	0.02	0.21	25.00	0.00	103.70	1.31	-0.29
576.73	838.30	0.56	-0.00	0.14	25.00	0.00	107.75	1.28	-0.27
680.33	838.11	0.37	-0.29	-0.25	25.00	0.00	156.17	2.30	-0.91
787.17	837.69	0.31	0.07	0.02	25.00	0.00	55.69	1.06	-0.07
805.11	837.83	0.72	-0.50	-0.15	25.00	0.00	55.62	1.08	-0.09
899.22	838.30	0.43	0.39	0.09	25.00	0.00	10527.96	165.43	-5.55
18.92	838.99	0.41	-0.25	-0.29	25.00	0.00	2421.57	32.72	-3.79
372.50	839.09	0.49	-0.38	-0.13	25.00	0.00	163.72	2.20	-0.86
625.11	838.92	0.40	-0.23	0.06	25.00	0.00	156.72	2.48	-0.98
658.33	839.47	0.38	0.35	0.07	25.00	0.00	84.63	1.40	-0.36
929.88	839.69	0.43	0.19	0.13	25.00	0.00	414.40	6.27	-1.99
957.11	838.40	0.36	-0.04	0.38	25.00	0.00	74.72	1.26	-0.25
1004.18	840.34	0.42	0.21	-0.19	25.00	0.00	97.78	1.60	-0.51
399.53	840.74	0.40	0.13	0.04	25.00	0.00	83.91	1.36	-0.34
439.99	841.68	0.37	0.22	0.52	25.00	0.00	78.36	1.19	-0.19
613.72	840.75	0.45	0.14	0.59	25.00	0.00	118.35	1.58	-0.49
329.35	842.35	0.49	0.08	0.38	25.00	0.00	87.29	1.06	-0.06
467.95	841.91	0.48	0.28	-0.05	25.00	0.00	166.84	2.18	-0.85
538.98	842.50	0.46	-0.10	-0.01	25.00	0.00	331.11	4.64	-1.67
783.25	842.28	0.44	0.38	0.22	25.00	0.00	175.99	2.65	-1.06
317.53	842.98	0.40	-0.34	-0.11	25.00	0.00	297.19	4.05	-1.52
981.34	843.30	0.44	0.15	0.04	25.00	0.00	494.06	6.78	-2.08
175.96	843.90	0.36	-0.15	-0.05	25.00	0.00	467.55	6.51	-2.03
277.94	843.79	0.37	-0.22	0.07	25.00	0.00	794.87	10.65	-2.57
335.46	844.44	0.45	-0.62	-0.07	25.00	0.00	188.05	2.64	-1.05
3.95	845.59	0.25	0.44	0.58	25.00	0.00	116.06	2.59	-1.03
297.72	845.17	0.36	-0.80	0.00	25.00	0.00	115.06	1.58	-0.49
740.86	844.79	0.43	0.55	0.29	25.00	0.00	86.92	1.41	-0.37
205.31	846.74	0.45	-0.13	-0.25	25.00	0.00	597.67	7.02	-2.12
790.07	846.12	0.43	0.17	0.10	25.00	0.00	230.62	3.73	-1.43
907.17	846.85	0.38	-0.65	0.17	25.00	0.00	72.10	1.32	-0.30
246.61	847.35	0.46	-0.18	0.00	25.00	0.00	1305.70	17.22	-3.09
529.56	847.51	0.38	-0.18	0.23	25.00	0.00	91.44	1.01	-0.01
581.46	846.96	0.39	-0.39	0.15	25.00	0.00	157.46	2.35	-0.93
607.64	847.09	0.31	-0.56	0.14	25.00	0.00	102.54	1.61	-0.51
622.42	847.18	0.43	-0.16	-0.03	25.00	0.00	558.29	8.25	-2.29
779.52	846.79	0.33	0.36	0.24	25.00	0.00	53.66	1.15	-0.15
837.51	846.96	0.40	0.31	0.01	25.00	0.00	1765.71	27.61	-3.60
890.05	847.32	0.41	-0.87	-0.38	25.00	0.00	80.25	1.11	-0.12
944.50	847.27	0.42	0.13	-0.00	25.00	0.00	115.81	1.88	-0.69
113.04	848.33	0.40	0.01	-0.17	25.00	0.00	234.29	3.13	-1.24
118.79	848.24	0.46	-0.01	-0.22	25.00	0.00	160.08	1.73	-0.60
358.28	847.83	0.42	-0.13	-0.25	25.00	0.00	260.41	3.53	-1.37
829.17	847.82	0.38	0.16	0.18	25.00	0.00	140.95	2.37	-0.94
376.02	849.07	0.39	0.06	0.45	25.00	0.00	66.09	1.09	-0.10
534.74	848.72	0.40	0.04	0.17	25.00	0.00	929.44	13.71	-2.84
131.15	850.56	0.46	-0.47	-0.19	25.00	0.00	3846.84	50.32	-4.25
154.88	849.97	0.39	0.04	0.03	25.00	0.00	180.92	2.43	-0.96
288.32	849.96	0.62	0.24	-0.21	25.00	0.00	79.52	1.47	-0.42
686.80	850.50	0.44	0.02	0.19	25.00	0.00	2171.13	33.57	-3.81
895.61	850.48	0.41	0.01	0.04	25.00	0.00	1379.49	21.19	-3.32
886.16	850.91	0.52	0.15	0.19	25.00	0.00	80.74	1.08	-0.09
849.08	851.65	0.39	0.30	0.20	25.00	0.00	2147.73	32.98	-3.80
966.83	853.77	0.41	0.19	0.16	25.00	0.00	581.56	8.39	-2.31
496.94	854.26	0.47	-0.08	0.18	25.00	0.00	277.56	4.02	-1.51
752.99	854.39	0.46	0.27	0.14	25.00	0.00	73.05	1.20	-0.20
16.15	856.12	0.43	-0.19	-0.14	25.00	0.00	218.23	2.83	-1.13
960.73	855.92	0.41	0.52	0.05	25.00	0.00	111.73	1.75	-0.61
260.85	857.47	0.44	0.55	0.15	25.00	0.00	95.49	1.37	-0.34
420.77	857.04	0.43	-0.20	0.05	25.00	0.00	5343.60	78.25	-4.73
515.81	857.97	0.41	0.07	0.38	25.00	0.00	122.09	1.73	-0.60
616.42	857.12	0.40	0.00	0.06	25.00	0.00	795.63	11.62	-2.66
208.01	858.24	0.45	-0.18	-0.13	25.00	0.00	680.36	9.08	-2.40
